episode,stage,map,agents,complexity,success,reward,steps,avg_loss,avg_epsilon,moving_cost,detour_pct
243,2,map_40,8,2.7916999999999996,0,-0.9599999999999618,507,0.00023075993499063367,0.09999999999985443,0.0,0.0
244,2,map_45,16,2.7270999999999996,1,0.12999999999999418,238,0.0008496023392005634,0.0999999999998557,2.0,96.69421487603306
245,2,map_19,2,2.2259,1,-0.24,5,0.0011416483321227133,0.09999999999985551,2.5,150.0
246,2,map_22,4,2.1905,1,-2.010000000000001,132,0.0005355293728999495,0.09999999999985565,33.0,2100.0
247,2,map_41,8,2.8070999999999997,1,4.279999999999997,73,0.0006770153548940369,0.09999999999985558,1.3773584905660377,28.07017543859649
248,2,map_16,2,2.1797,1,2.999999999999999,41,0.0007724092407443095,0.09999999999985543,1.1714285714285715,17.142857142857142
249,2,map_47,16,2.7579,1,0.33,8,0.0015983912328790342,0.09999999999985552,1.3333333333333333,33.33333333333333
250,2,map_18,2,2.2105,0,-14.15999999999983,927,9.911010536754698e-05,0.09999999999985341,0.0,0.0
251,2,map_46,16,2.7424999999999997,1,0.06000000000000001,5,0.00021133407062734477,0.09999999999985551,1.25,25.0
252,2,map_44,16,2.7116999999999996,1,2.8499999999999983,136,0.00022912763656845697,0.09999999999985565,1.7662337662337662,67.90123456790124
253,2,map_23,4,2.2059,1,0.09000000000000001,2,0.00024133120314218104,0.09999999999985551,1.0,0.0
254,2,map_17,2,2.1951,1,0.73,78,0.0007113473075623443,0.0999999999998556,2.689655172413793,122.85714285714286
255,2,map_40,8,2.7916999999999996,0,3.8700000000000707,524,0.00033060529818633715,0.09999999999985436,0.0,0.0
256,2,map_45,16,2.7270999999999996,1,4.239999999999998,77,0.00047562456089317014,0.09999999999985558,1.3508771929824561,30.508474576271187
257,2,map_19,2,2.2259,1,-4.159999999999986,157,0.0001784842115039982,0.09999999999985566,52.333333333333336,5133.333333333334
258,2,map_22,4,2.1905,1,-1.2100000000000006,112,0.0002870888486352481,0.09999999999985563,16.0,1500.0
259,2,map_41,8,2.8070999999999997,1,3.94,67,0.0005073706427841292,0.09999999999985555,2.310344827586207,26.41509433962264
260,2,map_16,2,2.1797,1,0.28999999999999987,42,0.00042394409772497036,0.09999999999985544,3.8181818181818183,281.8181818181818
261,2,map_47,16,2.7579,1,0.09000000000000001,2,0.00021967169595882297,0.09999999999985551,1.0,0.0
262,2,map_18,2,2.2105,1,-4.689999999999995,80,0.00020239962289946839,0.0999999999998556,20.0,1233.3333333333335
263,2,map_46,16,2.7424999999999997,1,0.0,1,0.0,0.0,1.0,0.0
264,2,map_44,16,2.7116999999999996,1,6.38,103,0.0004663632045027471,0.09999999999985562,1.2875,25.609756097560975
265,2,map_23,4,2.2059,1,0.0,1,0.0,0.0,1.0,0.0
266,2,map_17,2,2.1951,0,-15.099999999999817,1031,0.00013675203891730278,0.0999999999998533,0.0,0.0
267,2,map_40,8,2.7916999999999996,0,-3.6199999999999712,493,0.00017733590588863804,0.09999999999985448,0.0,0.0
268,2,map_45,16,2.7270999999999996,1,1.3700000000000039,144,0.00028249736163167647,0.09999999999985566,2.526315789473684,144.0677966101695
269,2,map_19,2,2.2259,1,-0.01999999999999999,3,0.00012440117643564008,0.09999999999985551,1.5,50.0
270,2,map_22,4,2.1905,0,-28.680000000000707,809,0.00016670171948864645,0.0999999999998536,0.0,0.0
271,2,map_41,8,2.8070999999999997,1,1.9800000000000006,43,0.0004444960529023471,0.09999999999985544,2.388888888888889,34.375
272,2,map_16,2,2.1797,0,-15.9999999999998,1151,4.090362591292116e-05,0.09999999999985318,0.0,0.0
273,2,map_47,16,2.7579,1,0.0,1,0.0,0.0,1.0,0.0
274,2,map_18,2,2.2105,1,-8.000000000000004,121,0.00019615865430372043,0.09999999999985563,17.285714285714285,1628.5714285714284
275,2,map_46,16,2.7424999999999997,1,-1.2700000000000005,98,0.00045134891190604527,0.09999999999985561,4.666666666666667,326.0869565217391
276,2,map_44,16,2.7116999999999996,1,0.6200000000000092,299,0.00029875196838511573,0.09999999999985572,4.271428571428571,327.1428571428571
277,2,map_23,4,2.2059,1,0.09000000000000001,2,0.0004116076452191919,0.09999999999985551,1.0,0.0
278,2,map_17,2,2.1951,1,1.4200000000000006,89,0.0005128878358598079,0.0999999999998556,3.0689655172413794,106.9767441860465
279,2,map_40,8,2.7916999999999996,1,6.709999999999997,120,0.0004528022334913864,0.09999999999985563,1.4285714285714286,42.857142857142854
280,2,map_45,16,2.7270999999999996,1,2.000000000000001,51,0.0004018153221113607,0.0999999999998555,2.8333333333333335,59.375
281,2,map_19,2,2.2259,1,0.07000000000000002,4,0.0002829089935403317,0.0999999999998555,1.3333333333333333,33.33333333333333
282,2,map_22,4,2.1905,1,0.26000000000000006,15,0.0005338749657052436,0.09999999999985552,2.142857142857143,114.28571428571428
283,2,map_41,8,2.8070999999999997,1,8.479999999999995,133,0.0006280937798719881,0.09999999999985565,1.209090909090909,20.909090909090907
284,2,map_16,2,2.1797,0,-14.719999999999791,1143,7.854228168874704e-05,0.09999999999985319,0.0,0.0
285,2,map_47,16,2.7579,1,0.0,1,0.0,0.0,1.0,0.0
286,2,map_18,2,2.2105,0,-14.87999999999983,939,2.299451454910168e-05,0.0999999999998534,0.0,0.0
287,2,map_46,16,2.7424999999999997,0,-6.359999999999935,467,2.1355988759070054e-05,0.09999999999985462,0.0,0.0
288,2,map_44,16,2.7116999999999996,1,8.91,240,0.00048521311195883496,0.0999999999998557,1.610738255033557,61.07382550335571
289,2,map_23,4,2.2059,1,0.0,1,0.0,0.0,1.0,0.0
290,2,map_17,2,2.1951,1,0.19999999999999962,121,0.0004297904389507797,0.09999999999985563,4.172413793103448,245.71428571428572
291,2,map_40,8,2.7916999999999996,1,6.289999999999999,102,0.00041442427747896736,0.09999999999985562,1.275,24.390243902439025
292,2,map_45,16,2.7270999999999996,1,2.880000000000002,133,0.0006139484002866966,0.09999999999985565,2.293103448275862,66.25
293,2,map_19,2,2.2259,1,0.18000000000000002,3,0.0004579770175041631,0.09999999999985551,1.0,0.0
294,2,map_22,4,2.1905,1,0.54,7,0.0006569158140337095,0.09999999999985552,1.0,0.0
295,2,map_41,8,2.8070999999999997,1,3.3600000000000105,225,0.0005838148113720568,0.09999999999985569,2.710843373493976,110.28037383177569
296,2,map_16,2,2.1797,1,-2.2499999999999933,76,0.000589389066832761,0.09999999999985558,6.909090909090909,590.9090909090909
297,2,map_47,16,2.7579,1,0.0,1,0.0,0.0,1.0,0.0
298,2,map_18,2,2.2105,1,-12.949999999999852,846,7.913889018989441e-05,0.09999999999985354,211.5,14000.0
299,2,map_46,16,2.7424999999999997,1,-0.3,11,5.6672383743716635e-05,0.09999999999985552,5.5,450.0
