episode,stage,map,agents,complexity,success,reward,steps,avg_loss,avg_epsilon,moving_cost,detour_pct
55,0,map_6,4,1.5185,1,-1.860000000000001,67,0.0009781483297984144,0.44249499999982184,6.090909090909091,294.11764705882354
56,0,map_14,16,1.3985,1,0.42000000000000015,19,0.0006628341426322651,0.4387149999998227,1.7272727272727273,72.72727272727273
57,0,map_15,16,1.4139000000000002,1,0.0,1,0.0,0.0,1.0,0.0
58,0,map_4,4,1.4877,1,-0.5400000000000007,135,0.0006314357578686661,0.4318749999998244,5.1923076923076925,419.2307692307692
59,0,map_11,8,1.4939,1,-2.5300000000000002,24,0.00039439548044870406,0.4248099999998259,24.0,2300.0
60,0,map_8,8,1.4477,1,-2.8899999999999926,180,0.0007641946622294078,0.4157199999998276,6.923076923076923,592.3076923076924
61,0,map_12,16,1.3677000000000001,1,0.10999999999999988,60,0.0006480929412152934,0.4050099999998305,3.1578947368421053,215.78947368421052
62,0,map_1,2,1.5231,1,1.0699999999999998,84,0.000652005381746139,0.398619999999832,2.625,121.05263157894737
63,0,map_10,8,1.4785,1,0.09000000000000001,2,0.00039133706013672054,0.39483999999983294,1.0,0.0
64,0,map_13,16,1.3831,0,-25.700000000000337,690,0.00035306716206938237,0.3637449999998404,0.0,0.0
65,0,map_0,2,1.5077,1,-0.3800000000000002,59,0.0003060262119859168,0.33008499999984786,5.363636363636363,436.3636363636363
66,0,map_5,4,1.5030999999999999,1,-1.1999999999999997,51,0.00039381152208079585,0.32522499999984916,2.8333333333333335,183.33333333333331
67,0,map_9,8,1.4630999999999998,1,-12.36999999999991,588,0.00018855355337894902,0.2965599999998556,18.375,1447.3684210526314
68,0,map_6,4,1.5185,1,0.0,1,0.0,0.0,1.0,0.0
69,0,map_14,16,1.3985,1,-0.7900000000000001,30,0.00024751827368163504,0.2688399999998624,15.0,650.0
70,0,map_15,16,1.4139000000000002,1,-9.449999999999928,476,4.393689912543969e-05,0.2461599999998656,476.0,47500.0
71,0,map_4,4,1.4877,0,-12.799999999999873,760,6.121316747716695e-05,0.19058499999986314,0.0,0.0
72,0,map_11,8,1.4939,1,0.09000000000000001,2,5.7980128076451365e-06,0.15633999999985973,1.0,0.0
73,0,map_8,8,1.4477,1,-0.3800000000000002,79,7.61402884796926e-05,0.15278499999985945,7.181818181818182,618.1818181818181
74,0,map_12,16,1.3677000000000001,0,-8.6999999999999,731,6.097488955039234e-05,0.11847810958889711,0.0,0.0
75,0,map_1,2,1.5231,1,0.64,17,7.203633174412971e-05,0.09999999999985552,2.125,70.0
76,0,map_10,8,1.4785,1,-2.909999999999982,242,3.061868061851775e-05,0.0999999999998557,121.0,5950.0
77,0,map_13,16,1.3831,0,-12.73999999999985,805,5.0999533949771236e-05,0.09999999999985361,0.0,0.0
78,0,map_0,2,1.5077,1,0.53,18,0.00016967226453262437,0.09999999999985552,1.6363636363636365,63.63636363636363
79,0,map_5,4,1.5030999999999999,1,-1.9399999999999966,155,0.00042071994549032395,0.09999999999985566,4.84375,307.89473684210526
80,0,map_9,8,1.4630999999999998,1,0.1700000000000001,14,0.00041393302112387924,0.09999999999985552,2.3333333333333335,75.0
81,0,map_6,4,1.5185,1,1.0899999999999999,22,0.0003760881428163321,0.09999999999985552,2.0,29.411764705882355
82,0,map_14,16,1.3985,1,0.82,19,0.0003531517682454756,0.09999999999985552,2.375,35.714285714285715
83,0,map_15,16,1.4139000000000002,1,-0.11,2,0.00025193055626004934,0.09999999999985551,2.0,100.0
84,0,map_4,4,1.4877,1,2.060000000000002,35,0.0005001714594340336,0.09999999999985544,1.3461538461538463,34.61538461538461
85,0,map_11,8,1.4939,1,0.0,1,0.0,0.0,1.0,0.0
86,0,map_8,8,1.4477,1,1.8900000000000032,42,0.0003043389582804904,0.09999999999985544,1.6153846153846154,61.53846153846154
87,0,map_12,16,1.3677000000000001,1,-0.7100000000000019,242,0.00016038777134196467,0.0999999999998557,9.307692307692308,830.7692307692308
88,0,map_1,2,1.5231,1,-0.7100000000000003,42,0.00046113582339319515,0.09999999999985544,5.25,320.0
89,0,map_10,8,1.4785,1,0.09000000000000001,2,0.0005435210186988115,0.09999999999985551,1.0,0.0
90,0,map_13,16,1.3831,0,-19.000000000000036,791,0.00019563546450661283,0.09999999999985362,0.0,0.0
91,0,map_0,2,1.5077,0,-13.79999999999983,960,3.7575475821238766e-05,0.09999999999985337,0.0,0.0
92,0,map_5,4,1.5030999999999999,1,0.5799999999999998,23,7.90586046315928e-05,0.09999999999985552,2.875,130.0
93,0,map_9,8,1.4630999999999998,1,0.6799999999999999,13,0.00018342236004779502,0.09999999999985552,1.625,30.0
94,0,map_6,4,1.5185,1,0.0,1,0.0,0.0,1.0,0.0
95,0,map_14,16,1.3985,1,0.0,1,0.0,0.0,1.0,0.0
96,0,map_15,16,1.4139000000000002,1,0.0,1,0.0,0.0,1.0,0.0
97,0,map_4,4,1.4877,1,3.420000000000001,59,0.00017986145983992047,0.09999999999985552,1.3409090909090908,34.090909090909086
98,0,map_11,8,1.4939,1,0.0,1,0.0,0.0,1.0,0.0
99,0,map_8,8,1.4477,1,1.4900000000000002,22,0.0002299285553731135,0.09999999999985552,1.1,10.0
100,1,map_26,8,2.1505,1,0.21000000000000008,10,0.0005379487993195653,0.09999999999985552,1.4285714285714286,42.857142857142854
101,1,map_7,4,1.5339,1,0.0,1,0.0,0.0,1.0,0.0
102,1,map_28,16,2.0397,1,4.87,104,0.0004344347111221846,0.09999999999985562,1.5522388059701493,55.223880597014926
103,1,map_21,4,2.1751,1,-1.6500000000000012,236,0.00015592400153802876,0.0999999999998557,7.375,521.0526315789474
104,1,map_31,16,2.0859,1,-0.039999999999999994,5,0.0001321369745710399,0.09999999999985551,2.5,150.0
105,1,map_30,16,2.0705,0,-7.409999999999917,592,4.983310226790215e-05,0.09999999999985411,0.0,0.0
106,1,map_24,8,2.1197,1,2.1900000000000004,52,0.0003357523992770653,0.0999999999998555,1.4857142857142858,48.57142857142857
107,1,map_20,4,2.1597,1,0.6900000000000001,22,0.0005162100368622868,0.09999999999985552,2.0,100.0
108,1,map_2,2,1.5385,1,-0.44,5,0.0004279576605767943,0.09999999999985551,5.0,400.0
109,1,map_27,8,2.1659,1,0.0,1,0.0,0.0,1.0,0.0
110,1,map_29,16,2.0551,1,5.260000000000002,95,0.0003547297968365688,0.09999999999985561,1.3380281690140845,30.136986301369863
111,1,map_3,2,1.5539,1,-1.0700000000000003,38,0.00027202237185053026,0.09999999999985544,38.0,3700.0
112,1,map_25,8,2.1351,1,-5.079999999999959,649,0.00024013764638126573,0.09999999999985394,7.546511627906977,562.2448979591836
113,1,map_26,8,2.1505,0,-16.49999999999993,711,4.113735244733158e-05,0.09999999999985379,0.0,0.0
114,1,map_7,4,1.5339,1,0.0,1,0.0,0.0,1.0,0.0
115,1,map_28,16,2.0397,1,1.1299999999999994,158,0.00019908027384972114,0.09999999999985566,4.514285714285714,351.42857142857144
116,1,map_21,4,2.1751,1,3.2999999999999994,51,0.00038662095219478944,0.0999999999998555,1.7586206896551724,18.6046511627907
117,1,map_31,16,2.0859,1,0.0,1,0.0,0.0,1.0,0.0
118,1,map_30,16,2.0705,1,0.9399999999999998,27,0.000402281718449488,0.09999999999985548,2.7,68.75
119,1,map_24,8,2.1197,1,0.6699999999999998,24,0.00047351669839016444,0.09999999999985551,2.1818181818181817,118.18181818181819
120,1,map_20,4,2.1597,1,5.469999999999998,64,0.00036940527968995626,0.09999999999985555,1.0158730158730158,1.5873015873015872
121,1,map_2,2,1.5385,1,0.0,1,0.0,0.0,1.0,0.0
122,1,map_27,8,2.1659,1,-0.26,7,0.0004618317883190078,0.09999999999985552,7.0,600.0
123,1,map_29,16,2.0551,1,2.1399999999999997,47,0.0005106136244569865,0.09999999999985547,1.6206896551724137,34.285714285714285
124,1,map_3,2,1.5539,1,-0.9300000000000002,44,0.00042062185110448494,0.09999999999985545,44.0,4300.0
125,1,map_25,8,2.1351,0,-2.459999999999952,717,0.00019199172895705918,0.09999999999985378,0.0,0.0
126,1,map_26,8,2.1505,1,-0.10999999999999996,22,0.0002627939873361486,0.09999999999985552,5.5,450.0
127,1,map_7,4,1.5339,1,-0.29,20,6.491091402207722e-05,0.09999999999985552,10.0,900.0
128,1,map_28,16,2.0397,1,3.829999999999999,88,0.00042767097814551863,0.0999999999998556,1.543859649122807,54.385964912280706
129,1,map_21,4,2.1751,1,3.1899999999999986,52,0.0005401997121082911,0.0999999999998555,1.793103448275862,20.930232558139537
130,1,map_31,16,2.0859,1,0.0,1,0.0,0.0,1.0,0.0
131,1,map_30,16,2.0705,1,-0.47000000000000014,38,0.0007270902267034242,0.09999999999985544,5.428571428571429,322.22222222222223
132,1,map_24,8,2.1197,1,5.0200000000000005,79,0.0004771459482584853,0.0999999999998556,1.253968253968254,25.396825396825395
133,1,map_20,4,2.1597,1,0.5,21,0.0005419699591584504,0.09999999999985552,1.9090909090909092,90.9090909090909
134,1,map_2,2,1.5385,1,0.16000000000000003,5,0.0005529060217668302,0.09999999999985551,1.25,25.0
135,1,map_27,8,2.1659,1,-0.09999999999999998,11,0.00038191825588000937,0.09999999999985552,3.6666666666666665,266.66666666666663
136,1,map_29,16,2.0551,1,-9.249999999999975,296,0.000600625863357968,0.09999999999985572,6.040816326530612,480.3921568627451
137,1,map_3,2,1.5539,1,0.0,1,0.0,0.0,1.0,0.0
138,1,map_25,8,2.1351,1,0.7300000000000008,138,0.0005378992789927156,0.09999999999985566,2.3793103448275863,109.09090909090908
139,1,map_26,8,2.1505,1,-11.079999999999961,289,0.0006911726701825197,0.0999999999998557,17.0,832.258064516129
140,1,map_7,4,1.5339,1,-4.4899999999999745,200,0.0003098540776467709,0.09999999999985569,200.0,19900.0
141,1,map_28,16,2.0397,1,2.5599999999999996,45,0.0004117151104517027,0.09999999999985545,1.2857142857142858,28.57142857142857
142,1,map_21,4,2.1751,0,-7.629999999999895,884,0.00017317482658112842,0.09999999999985348,0.0,0.0
143,1,map_31,16,2.0859,1,-8.309999999999924,522,2.0265609553579087e-05,0.09999999999985436,174.0,17300.0
144,1,map_30,16,2.0705,0,-10.179999999999907,589,3.139289895888927e-05,0.09999999999985412,0.0,0.0
145,1,map_24,8,2.1197,1,3.290000000000005,82,0.00030315542916911804,0.09999999999985558,1.607843137254902,60.78431372549019
146,1,map_20,4,2.1597,0,-10.79999999999984,971,5.1511645091940195e-05,0.09999999999985336,0.0,0.0
147,1,map_2,2,1.5385,1,0.0,1,0.0,0.0,1.0,0.0
148,1,map_27,8,2.1659,1,-0.13,4,1.4709961002760489e-05,0.0999999999998555,4.0,300.0
149,1,map_29,16,2.0551,0,-14.429999999999895,564,0.00012025369074863306,0.0999999999998542,0.0,0.0
150,1,map_3,2,1.5539,1,-0.33,4,5.6544997884581484e-05,0.0999999999998555,4.0,300.0
151,1,map_25,8,2.1351,0,-8.789999999999907,720,0.00010648168138352164,0.09999999999985378,0.0,0.0
152,1,map_26,8,2.1505,1,0.5,11,9.038384009727452e-05,0.09999999999985552,1.5714285714285714,57.14285714285714
153,1,map_7,4,1.5339,1,0.0,1,0.0,0.0,1.0,0.0
154,1,map_28,16,2.0397,1,6.209999999999996,90,0.00020162745993198522,0.0999999999998556,1.2328767123287672,23.28767123287671
155,1,map_21,4,2.1751,0,-7.429999999999893,884,9.748335784707827e-05,0.09999999999985348,0.0,0.0
156,1,map_31,16,2.0859,1,0.040000000000000015,7,0.00019785746690104133,0.09999999999985552,2.3333333333333335,133.33333333333331
157,1,map_30,16,2.0705,1,-0.17000000000000007,48,0.0001808481132723094,0.09999999999985548,6.857142857142857,585.7142857142857
158,1,map_24,8,2.1197,1,3.6300000000000052,108,0.00034380961169007835,0.09999999999985562,1.7142857142857142,71.42857142857143
159,1,map_20,4,2.1597,1,4.240000000000006,117,0.00040863071739420713,0.09999999999985563,1.8571428571428572,85.71428571428571
160,1,map_2,2,1.5385,1,-0.22,3,0.00025369872309966013,0.09999999999985551,3.0,200.0
161,1,map_27,8,2.1659,1,-0.060000000000000005,7,0.00029071892398254323,0.09999999999985552,7.0,600.0
162,1,map_29,16,2.0551,1,-2.6899999999999915,360,0.00012812635640910123,0.09999999999985533,12.413793103448276,928.5714285714287
163,1,map_3,2,1.5539,1,0.0,1,0.0,0.0,1.0,0.0
164,1,map_25,8,2.1351,1,-1.4000000000000008,201,0.00033210802779649385,0.09999999999985569,6.931034482758621,367.4418604651163
165,1,map_26,8,2.1505,1,-6.809999999999976,232,0.0002601546921417166,0.0999999999998557,23.2,1350.0
166,1,map_7,4,1.5339,1,-0.38999999999999996,10,0.000136084585392382,0.09999999999985552,5.0,400.0
167,1,map_28,16,2.0397,1,6.890000000000007,132,0.0003513332089719821,0.09999999999985565,1.4831460674157304,48.31460674157304
168,1,map_21,4,2.1751,1,-0.9100000000000005,122,0.0004640132470695256,0.09999999999985565,4.206896551724138,248.57142857142858
169,1,map_31,16,2.0859,1,-0.6700000000000003,38,0.00020790339191522876,0.09999999999985544,38.0,3700.0
170,1,map_30,16,2.0705,1,0.88,23,0.0004844173358419952,0.09999999999985552,2.3,43.75
171,1,map_24,8,2.1197,1,2.6700000000000004,64,0.0006630922074518388,0.09999999999985555,1.8285714285714285,82.85714285714286
172,1,map_20,4,2.1597,1,2.720000000000002,49,0.0009166348888053714,0.09999999999985548,1.4,40.0
173,1,map_2,2,1.5385,1,-0.22,3,0.0004981538950232789,0.09999999999985551,3.0,200.0
174,1,map_27,8,2.1659,1,0.18000000000000002,3,0.000385895895306021,0.09999999999985551,1.0,0.0
175,1,map_29,16,2.0551,1,-24.08000000000008,429,0.0007431690178109251,0.09999999999985483,8.755102040816327,741.1764705882354
176,1,map_3,2,1.5539,1,0.0,1,0.0,0.0,1.0,0.0
177,1,map_25,8,2.1351,1,5.440000000000001,77,0.00142377862472418,0.09999999999985558,1.3275862068965518,16.666666666666664
178,1,map_26,8,2.1505,1,-0.6900000000000001,20,0.0010439319180716809,0.09999999999985552,2.857142857142857,185.71428571428572
179,1,map_7,4,1.5339,1,-0.01999999999999999,3,0.0009349788015242666,0.09999999999985551,1.5,50.0
180,1,map_28,16,2.0397,0,-2.739999999999971,545,0.0003796029617299556,0.09999999999985427,0.0,0.0
181,1,map_21,4,2.1751,0,-14.719999999999905,883,0.00020198655666901516,0.09999999999985348,0.0,0.0
182,1,map_31,16,2.0859,1,0.18000000000000002,3,5.511230529009481e-05,0.09999999999985551,1.0,0.0
183,1,map_30,16,2.0705,1,0.0,1,0.0,0.0,1.0,0.0
184,1,map_24,8,2.1197,1,-1.6800000000000013,189,8.191823226201101e-05,0.09999999999985569,17.181818181818183,1618.1818181818182
185,1,map_20,4,2.1597,1,2.4799999999999995,53,0.00045615364660989144,0.09999999999985551,1.5142857142857142,51.42857142857142
186,1,map_2,2,1.5385,1,0.12000000000000001,9,0.0007979654874361586,0.09999999999985552,2.25,125.0
187,1,map_27,8,2.1659,1,0.16,5,0.0008215118432417512,0.09999999999985551,1.6666666666666667,66.66666666666666
188,1,map_29,16,2.0551,0,-4.73999999999996,575,0.00036874674926607267,0.09999999999985416,0.0,0.0
189,1,map_3,2,1.5539,1,0.0,1,0.0,0.0,1.0,0.0
190,1,map_25,8,2.1351,1,0.27000000000000074,104,0.00046337283552947534,0.09999999999985562,3.586206896551724,141.86046511627907
191,1,map_26,8,2.1505,1,0.89,22,0.0005227507263909848,0.09999999999985552,2.2,37.5
192,1,map_7,4,1.5339,1,0.0,1,0.0,0.0,1.0,0.0
193,1,map_28,16,2.0397,0,-0.8799999999999529,549,0.00022644669531413734,0.09999999999985426,0.0,0.0
194,1,map_21,4,2.1751,0,-20.980000000000263,889,0.00015049390044869388,0.09999999999985347,0.0,0.0
195,1,map_31,16,2.0859,1,-1.1800000000000002,39,0.0001740138982552851,0.09999999999985543,19.5,1850.0
196,1,map_30,16,2.0705,1,-0.48000000000000015,49,0.00011956753879379296,0.09999999999985548,9.8,880.0000000000001
197,1,map_24,8,2.1197,1,2.819999999999999,39,0.0002883384823737862,0.09999999999985543,1.1142857142857143,11.428571428571429
198,1,map_20,4,2.1597,0,-12.079999999999838,989,3.8566012814331576e-05,0.09999999999985335,0.0,0.0
199,1,map_2,2,1.5385,1,-0.11,2,3.556957608452649e-06,0.09999999999985551,2.0,100.0
200,2,map_16,2,2.1797,1,0.82,19,9.715766595440477e-05,0.09999999999985552,1.7272727272727273,72.72727272727273
201,2,map_47,16,2.7579,1,0.21999999999999992,19,0.00011533243782145696,0.09999999999985552,6.333333333333333,280.0
202,2,map_18,2,2.2105,0,-13.159999999999837,947,1.150320943316564e-05,0.0999999999998534,0.0,0.0
203,2,map_46,16,2.7424999999999997,1,-5.689999999999967,340,1.1894967035774796e-05,0.09999999999985552,85.0,8400.0
204,2,map_44,16,2.7116999999999996,0,-4.329999999999969,374,0.0001593906158108068,0.09999999999985522,0.0,0.0
205,2,map_23,4,2.2059,1,0.09000000000000001,2,0.00013172284525353462,0.09999999999985551,1.0,0.0
206,2,map_17,2,2.1951,1,0.5499999999999997,116,0.00025324005495665756,0.09999999999985563,4.0,231.42857142857144
207,2,map_40,8,2.7916999999999996,1,11.079999999999995,213,0.0004001526949135916,0.09999999999985569,1.429530201342282,42.95302013422819
208,2,map_45,16,2.7270999999999996,1,-12.249999999999984,256,0.00035076246586315536,0.0999999999998557,8.827586206896552,383.0188679245283
209,2,map_19,2,2.2259,1,0.09000000000000001,2,0.00044628616888076067,0.09999999999985551,1.0,0.0
210,2,map_22,4,2.1905,1,0.4300000000000001,8,0.000449415944915797,0.09999999999985552,1.1428571428571428,14.285714285714285
211,2,map_41,8,2.8070999999999997,1,7.889999999999997,142,0.0006493065579082645,0.09999999999985566,1.290909090909091,29.09090909090909
212,2,map_16,2,2.1797,1,0.8199999999999998,19,0.0005588087078649551,0.09999999999985552,1.7272727272727273,72.72727272727273
213,2,map_47,16,2.7579,1,0.0,1,0.0,0.0,1.0,0.0
214,2,map_18,2,2.2105,0,-15.149999999999832,976,7.534579055322282e-05,0.09999999999985336,0.0,0.0
215,2,map_46,16,2.7424999999999997,1,0.0,1,0.0,0.0,1.0,0.0
216,2,map_44,16,2.7116999999999996,0,-10.069999999999954,388,0.0001538325979864151,0.09999999999985511,0.0,0.0
217,2,map_23,4,2.2059,1,-0.11,2,4.733202149509452e-05,0.09999999999985551,2.0,100.0
218,2,map_17,2,2.1951,1,-10.509999999999952,422,0.00020070805815450163,0.09999999999985487,14.551724137931034,881.3953488372092
219,2,map_40,8,2.7916999999999996,1,5.39,132,0.00027430036672518077,0.09999999999985565,1.65,60.97560975609756
220,2,map_45,16,2.7270999999999996,0,-0.9299999999999791,384,0.000184477911467046,0.09999999999985514,0.0,0.0
221,2,map_19,2,2.2259,1,-0.01999999999999999,3,0.00013292291259858757,0.09999999999985551,1.5,50.0
222,2,map_22,4,2.1905,1,0.3999999999999999,21,0.00018409953945592862,0.09999999999985552,3.0,200.0
223,2,map_41,8,2.8070999999999997,1,7.759999999999992,225,0.0005241172903294812,0.09999999999985569,1.6423357664233578,59.57446808510638
224,2,map_16,2,2.1797,0,-20.62000000000035,1163,9.260544810130186e-05,0.09999999999985318,0.0,0.0
225,2,map_47,16,2.7579,1,0.0,1,0.0,0.0,1.0,0.0
226,2,map_18,2,2.2105,1,-14.499999999999847,911,2.2444152149181628e-05,0.09999999999985344,227.75,15083.333333333334
227,2,map_46,16,2.7424999999999997,1,2.9899999999999993,72,0.00045406176768281024,0.09999999999985557,3.789473684210526,41.17647058823529
228,2,map_44,16,2.7116999999999996,1,5.530000000000019,218,0.00023496673135257225,0.09999999999985569,2.5952380952380953,159.52380952380955
229,2,map_23,4,2.2059,1,-5.849999999999949,376,6.693556830092954e-05,0.0999999999998552,125.33333333333333,12433.333333333332
230,2,map_17,2,2.1951,1,0.9800000000000001,63,0.00043240057396859254,0.09999999999985555,2.1724137931034484,80.0
231,2,map_40,8,2.7916999999999996,1,2.080000000000001,33,0.00042845793859669357,0.09999999999985545,1.2692307692307692,26.923076923076923
232,2,map_45,16,2.7270999999999996,1,-3.509999999999999,112,0.0006990577123098512,0.09999999999985563,4.148148148148148,314.81481481481484
233,2,map_19,2,2.2259,1,0.07000000000000002,4,0.0007514172078420719,0.0999999999998555,1.3333333333333333,33.33333333333333
234,2,map_22,4,2.1905,0,-12.019999999999854,833,7.129443891320018e-05,0.09999999999985355,0.0,0.0
235,2,map_41,8,2.8070999999999997,1,1.1900000000000164,272,0.0002629216869704125,0.0999999999998557,4.689655172413793,240.0
236,2,map_16,2,2.1797,1,2.510000000000002,60,0.00045489228709888946,0.09999999999985554,1.7142857142857142,71.42857142857143
237,2,map_47,16,2.7579,1,0.27,4,0.00043694697281656164,0.0999999999998555,1.0,0.0
238,2,map_18,2,2.2105,1,-0.13000000000000006,44,0.00036705239438370607,0.09999999999985545,6.285714285714286,528.5714285714286
239,2,map_46,16,2.7424999999999997,0,-6.43999999999996,465,0.00031060366828914365,0.09999999999985462,0.0,0.0
240,2,map_44,16,2.7116999999999996,0,-1.7499999999999993,376,0.0005286710791406222,0.0999999999998552,0.0,0.0
241,2,map_23,4,2.2059,1,-10.68999999999989,720,4.2031416193755184e-05,0.09999999999985378,240.0,23900.0
242,2,map_17,2,2.1951,1,2.3400000000000007,47,0.00043154598700351454,0.09999999999985547,1.6206896551724137,34.285714285714285
