algo,stage_idx,config_id,config_json,size,num_agents,density,obs_radius,max_episode_steps,density_actual,LDD,BN,MC,DLR,success_rate,grid_hash,episodes_per_stage,FRA,FDA,nn_pred_success_rate,nn_complexity
CL-Gray3D,23,sz64_a8_d0.10,"{""max_episode_steps"":100,""size"":64,""num_agents"":8,""obs_radius"":5,""density"":0.1}",64,8,0.1,5,100,0.15234375,0.023498701728395,0.067396313,1.0,0.0268577188940092,0.77,1f09ff42da29f540,200,0.8942914515203672,0.85107421875,0.7014955282211304,0.29850447177886963
CL-Gray3D,24,sz64_a4_d0.10,"{""max_episode_steps"":100,""size"":64,""num_agents"":4,""obs_radius"":5,""density"":0.1}",64,4,0.1,5,100,0.15234375,0.023498701728395,0.067396313,1.0,0.00671443,0.835,1f09ff42da29f540,200,0.8835120254998551,0.842529296875,0.7377586364746094,0.2622413635253906
CL-Gray3D,25,sz64_a4_d0.30,"{""max_episode_steps"":100,""size"":64,""num_agents"":4,""obs_radius"":5,""density"":0.3}",64,4,0.3,5,100,0.34375,0.038043551,0.376860119047619,0.0344827586206896,0.0120907738095238,0.845,ebb1e76cb79b19fb,200,0.6903356694946514,0.661865234375,0.7627012133598328,0.23729878664016724
CL-Gray3D,26,sz64_a4_d0.50,"{""max_episode_steps"":100,""size"":64,""num_agents"":4,""obs_radius"":5,""density"":0.5}",64,4,0.5,5,100,0.53125,0.042590281,0.7036458333333333,0.003521127,0.0216145833333333,0.7,b98ce8c22eb5eb2a,200,0.4890795631825273,0.469482421875,0.8861667513847351,0.11383324861526489
CL-Gray3D,27,sz64_a4_d0.70,"{""max_episode_steps"":100,""size"":64,""num_agents"":4,""obs_radius"":5,""density"":0.7}",64,4,0.7,5,100,0.718994141,0.034238451,0.9131190269331017,0.00203666,0.043885073,0.99,7abb5aad47046108,200,0.2965271593944791,0.274169921875,0.9550526738166809,0.04494732618331909
CL-Gray3D,28,sz64_a2_d0.70,"{""max_episode_steps"":100,""size"":64,""num_agents"":2,""obs_radius"":5,""density"":0.7}",64,2,0.7,5,100,0.718994141,0.034238451,0.9131190269331017,0.00203666,0.0109712681907037,0.985,7abb5aad47046108,200,0.3073630136986301,0.28515625,0.9584547877311707,0.041545212268829346
CL-Gray3D,29,sz64_a2_d0.50,"{""max_episode_steps"":100,""size"":64,""num_agents"":2,""obs_radius"":5,""density"":0.5}",64,2,0.5,5,100,0.53125,0.042590281,0.7036458333333333,0.003521127,0.005403646,0.755,b98ce8c22eb5eb2a,200,0.4981799271970878,0.469482421875,0.8915384411811829,0.10846155881881714
CL-Gray3D,30,sz64_a2_d0.30,"{""max_episode_steps"":100,""size"":64,""num_agents"":2,""obs_radius"":5,""density"":0.3}",64,2,0.3,5,100,0.34375,0.038043551,0.376860119047619,0.0344827586206896,0.003022693,0.74,ebb1e76cb79b19fb,200,0.6907943578322198,0.65771484375,0.7780341506004333,0.22196584939956665
CL-Gray3D,31,sz64_a2_d0.10,"{""max_episode_steps"":100,""size"":64,""num_agents"":2,""obs_radius"":5,""density"":0.1}",64,2,0.1,5,100,0.15234375,0.023498701728395,0.067396313,1.0,0.001678607,0.76,1f09ff42da29f540,200,0.8807937427578215,0.8427734375,0.7602354884147644,0.2397645115852356
CL-Gray3D,32,sz96_a2_d0.10,"{""max_episode_steps"":100,""size"":96,""num_agents"":2,""obs_radius"":5,""density"":0.1}",96,2,0.1,5,100,0.1362847222222222,0.019740715,0.060301508,1.0,0.000707967,0.765,aff34a165045f99f,200,0.890642686454534,0.8627387152777778,0.7492173910140991,0.2507826089859009
CL-Gray3D,33,sz96_a2_d0.30,"{""max_episode_steps"":100,""size"":96,""num_agents"":2,""obs_radius"":5,""density"":0.3}",96,2,0.3,5,100,0.3288845486111111,0.037856964,0.3516572352465643,0.0117647058823529,0.00128482,0.855,99b80bb8a5c0b1b8,200,0.7010450160771704,0.6749131944444444,0.7765741348266602,0.22342586517333984
CL-Gray3D,34,sz96_a2_d0.50,"{""max_episode_steps"":100,""size"":96,""num_agents"":2,""obs_radius"":5,""density"":0.5}",96,2,0.5,5,100,0.5194227430555556,0.0426732737518805,0.6965454955972002,0.001636661,0.00231047,0.92,504d0ab148124ead,200,0.4955742169768497,0.4780815972222222,0.8998324871063232,0.10016751289367676
CL-Gray3D,35,sz96_a2_d0.70,"{""max_episode_steps"":100,""size"":96,""num_agents"":2,""obs_radius"":5,""density"":0.7}",96,2,0.7,5,100,0.7121310763888888,0.032482242,0.9227289860535244,0.000853971,0.004728825,1.0,6dd0c6686c628ec1,200,0.2878673700075358,0.2879774305555556,0.9574023485183716,0.04259765148162842
CL-Gray3D,36,sz96_a4_d0.70,"{""max_episode_steps"":100,""size"":96,""num_agents"":4,""obs_radius"":5,""density"":0.7}",96,4,0.7,5,100,0.7121310763888888,0.032482242,0.9227289860535244,0.000853971,0.018915300288981,0.845,6dd0c6686c628ec1,200,0.299150036954915,0.2936197916666667,0.9527724385261536,0.047227561473846436
CL-Gray3D,37,sz96_a4_d0.50,"{""max_episode_steps"":100,""size"":96,""num_agents"":4,""obs_radius"":5,""density"":0.5}",96,4,0.5,5,100,0.5194227430555556,0.0426732737518805,0.6965454955972002,0.001636661,0.009241881,0.905,504d0ab148124ead,200,0.4945317840054682,0.4762369791666667,0.8977265357971191,0.10227346420288086
CL-Gray3D,38,sz96_a4_d0.30,"{""max_episode_steps"":100,""size"":96,""num_agents"":4,""obs_radius"":5,""density"":0.3}",96,4,0.3,5,100,0.3288845486111111,0.037856964,0.3516572352465643,0.0117647058823529,0.005139282,0.86,99b80bb8a5c0b1b8,200,0.6845063538611925,0.666015625,0.766576886177063,0.233423113822937
CL-Gray3D,39,sz96_a4_d0.10,"{""max_episode_steps"":100,""size"":96,""num_agents"":4,""obs_radius"":5,""density"":0.1}",96,4,0.1,5,100,0.1362847222222222,0.019740715,0.060301508,1.0,0.002831868,0.72,aff34a165045f99f,200,0.8904893697320417,0.8625217013888888,0.7263670563697815,0.2736329436302185
CL-Gray3D,40,sz96_a8_d0.10,"{""max_episode_steps"":100,""size"":96,""num_agents"":8,""obs_radius"":5,""density"":0.1}",96,8,0.1,5,100,0.1362847222222222,0.019740715,0.060301508,1.0,0.0113274706867671,0.73,aff34a165045f99f,200,0.8892245720040282,0.8619791666666666,0.6896499991416931,0.3103500008583069
CL-Gray3D,41,sz96_a8_d0.30,"{""max_episode_steps"":100,""size"":96,""num_agents"":8,""obs_radius"":5,""density"":0.3}",96,8,0.3,5,100,0.3288845486111111,0.037856964,0.3516572352465643,0.0117647058823529,0.0205571274589059,0.75,99b80bb8a5c0b1b8,200,0.6828449828122443,0.6628689236111112,0.7680009007453918,0.23199909925460815
CL-Gray3D,42,sz96_a8_d0.50,"{""max_episode_steps"":100,""size"":96,""num_agents"":8,""obs_radius"":5,""density"":0.5}",96,8,0.5,5,100,0.5194227430555556,0.0426732737518805,0.6965454955972002,0.001636661,0.036967525,0.905,504d0ab148124ead,200,0.4816321785631248,0.4666883680555556,0.8983854651451111,0.10161453485488892
CL-Gray3D,43,sz96_a8_d0.70,"{""max_episode_steps"":100,""size"":96,""num_agents"":8,""obs_radius"":5,""density"":0.7}",96,8,0.7,5,100,0.7121310763888888,0.032482242,0.9227289860535244,0.000853971,0.075661201,0.9,6dd0c6686c628ec1,200,0.281825303564434,0.2770182291666667,0.9482528567314148,0.051747143268585205
CL-Gray3D,44,sz96_a16_d0.70,"{""max_episode_steps"":100,""size"":96,""num_agents"":16,""obs_radius"":5,""density"":0.7}",96,16,0.7,5,100,0.7121310763888888,0.032482242,0.9227289860535244,0.000853971,0.3026448046236964,0.935,6dd0c6686c628ec1,200,0.3002257336343115,0.2884114583333333,0.9531916379928589,0.04680836200714111
CL-Gray3D,45,sz96_a16_d0.50,"{""max_episode_steps"":100,""size"":96,""num_agents"":16,""obs_radius"":5,""density"":0.5}",96,16,0.5,5,100,0.5194227430555556,0.0426732737518805,0.6965454955972002,0.001636661,0.1478700985926093,0.945,504d0ab148124ead,200,0.5055791118054006,0.4862196180555556,0.9171887040138245,0.08281129598617554
CL-Gray3D,46,sz96_a16_d0.30,"{""max_episode_steps"":100,""size"":96,""num_agents"":16,""obs_radius"":5,""density"":0.3}",96,16,0.3,5,100,0.3288845486111111,0.037856964,0.3516572352465643,0.0117647058823529,0.08222851,0.83,99b80bb8a5c0b1b8,200,0.6915782706525233,0.6751302083333334,0.8181502223014832,0.18184977769851685
CL-Gray3D,47,sz96_a16_d0.10,"{""max_episode_steps"":100,""size"":96,""num_agents"":16,""obs_radius"":5,""density"":0.1}",96,16,0.1,5,100,0.1362847222222222,0.019740715,0.060301508,1.0,0.0453098827470686,0.7,aff34a165045f99f,200,0.8941825476429288,0.8654513888888888,0.6704925894737244,0.32950741052627563
CL-Gray3D,48,sz128_a16_d0.10,"{""max_episode_steps"":100,""size"":128,""num_agents"":16,""obs_radius"":5,""density"":0.1}",128,16,0.1,5,100,0.127868652,0.0182628534705761,0.058646511,0.5,0.024788517391,0.595,c246c9caf6b422a8,200,0.8912022432527165,0.87066650390625,0.6767942905426025,0.32320570945739746
CL-Gray3D,49,sz128_a16_d0.30,"{""max_episode_steps"":100,""size"":128,""num_agents"":16,""obs_radius"":5,""density"":0.3}",128,16,0.3,5,100,0.321960449,0.037009153,0.354577369700243,0.006756757,0.045302514,0.745,51276f2cf6b8d8d6,200,0.6929023508137432,0.675048828125,0.836360514163971,0.16363948583602905
CL-Gray3D,50,sz128_a16_d0.50,"{""max_episode_steps"":100,""size"":128,""num_agents"":16,""obs_radius"":5,""density"":0.5}",128,16,0.5,5,100,0.515380859,0.0402918666440719,0.6958438287153652,0.000925069,0.082092254,0.95,5e781ba8a5fefad1,200,0.4928281289667428,0.4808349609375,0.9253138899803162,0.07468611001968384
CL-Gray3D,51,sz128_a16_d0.70,"{""max_episode_steps"":100,""size"":128,""num_agents"":16,""obs_radius"":5,""density"":0.7}",128,16,0.7,5,100,0.709899902,0.0347233256200995,0.9177361666316012,0.000489476,0.1685678781822007,0.97,f2ac8b4a025ada2c,200,0.2981902356902356,0.2900390625,0.9600327610969543,0.039967238903045654
CL-Gray3D,52,sz128_a8_d0.70,"{""max_episode_steps"":100,""size"":128,""num_agents"":8,""obs_radius"":5,""density"":0.7}",128,8,0.7,5,100,0.709899902,0.0347233256200995,0.9177361666316012,0.000489476,0.0421419695455501,0.97,f2ac8b4a025ada2c,200,0.2929100529100529,0.28839111328125,0.9567859172821045,0.04321408271789551
CL-Gray3D,53,sz128_a8_d0.50,"{""max_episode_steps"":100,""size"":128,""num_agents"":8,""obs_radius"":5,""density"":0.5}",128,8,0.5,5,100,0.515380859,0.0402918666440719,0.6958438287153652,0.000925069,0.0205230636020151,0.9,5e781ba8a5fefad1,200,0.4872039724980901,0.4793701171875,0.9074351191520691,0.09256488084793091
CL-Gray3D,54,sz128_a8_d0.30,"{""max_episode_steps"":100,""size"":128,""num_agents"":8,""obs_radius"":5,""density"":0.3}",128,8,0.3,5,100,0.321960449,0.037009153,0.354577369700243,0.006756757,0.011325628,0.82,51276f2cf6b8d8d6,200,0.6894774905080455,0.6751708984375,0.7900962829589844,0.20990371704101562
CL-Gray3D,55,sz128_a8_d0.10,"{""max_episode_steps"":100,""size"":128,""num_agents"":8,""obs_radius"":5,""density"":0.1}",128,8,0.1,5,100,0.127868652,0.0182628534705761,0.058646511,0.5,0.006197129,0.66,c246c9caf6b422a8,200,0.8932871342573149,0.8719482421875,0.685093343257904,0.31490665674209595
CL-Gray3D,56,sz128_a4_d0.10,"{""max_episode_steps"":100,""size"":128,""num_agents"":4,""obs_radius"":5,""density"":0.1}",128,4,0.1,5,100,0.127868652,0.0182628534705761,0.058646511,0.5,0.001549282,0.72,c246c9caf6b422a8,200,0.8928321433571329,0.8719482421875,0.7146990299224854,0.28530097007751465
CL-Gray3D,57,sz128_a4_d0.30,"{""max_episode_steps"":100,""size"":128,""num_agents"":4,""obs_radius"":5,""density"":0.3}",128,4,0.3,5,100,0.321960449,0.037009153,0.354577369700243,0.006756757,0.002831407,0.76,51276f2cf6b8d8d6,200,0.6906947444204463,0.67822265625,0.7916569709777832,0.2083430290222168
CL-Gray3D,58,sz128_a4_d0.50,"{""max_episode_steps"":100,""size"":128,""num_agents"":4,""obs_radius"":5,""density"":0.5}",128,4,0.5,5,100,0.515380859,0.0402918666440719,0.6958438287153652,0.000925069,0.005130766,0.98,5e781ba8a5fefad1,200,0.498166181864171,0.48260498046875,0.9070695042610168,0.09293049573898315
CL-Gray3D,59,sz128_a4_d0.70,"{""max_episode_steps"":100,""size"":128,""num_agents"":4,""obs_radius"":5,""density"":0.7}",128,4,0.7,5,100,0.709899902,0.0347233256200995,0.9177361666316012,0.000489476,0.0105354923863875,1.0,f2ac8b4a025ada2c,200,0.2986627043090639,0.28753662109375,0.9593706130981445,0.04062938690185547
CL-Gray3D,60,sz128_a2_d0.70,"{""max_episode_steps"":100,""size"":128,""num_agents"":2,""obs_radius"":5,""density"":0.7}",128,2,0.7,5,100,0.709899902,0.0347233256200995,0.9177361666316012,0.000489476,0.002633873,1.0,f2ac8b4a025ada2c,200,0.3019242836226731,0.29180908203125,0.9613931179046631,0.038606882095336914
CL-Gray3D,61,sz128_a2_d0.50,"{""max_episode_steps"":100,""size"":128,""num_agents"":2,""obs_radius"":5,""density"":0.5}",128,2,0.5,5,100,0.515380859,0.0402918666440719,0.6958438287153652,0.000925069,0.001282691,0.915,5e781ba8a5fefad1,200,0.4942781690140845,0.4853515625,0.9104984402656555,0.08950155973434448
CL-Gray3D,62,sz128_a2_d0.30,"{""max_episode_steps"":100,""size"":128,""num_agents"":2,""obs_radius"":5,""density"":0.3}",128,2,0.3,5,100,0.321960449,0.037009153,0.354577369700243,0.006756757,0.000707852,0.73,51276f2cf6b8d8d6,200,0.6895522388059702,0.67474365234375,0.8006954193115234,0.19930458068847656
CL-Gray3D,63,sz128_a2_d0.10,"{""max_episode_steps"":100,""size"":128,""num_agents"":2,""obs_radius"":5,""density"":0.1}",128,2,0.1,5,100,0.127868652,0.0182628534705761,0.058646511,0.5,0.000387321,0.73,c246c9caf6b422a8,200,0.8916181932861448,0.87091064453125,0.736500084400177,0.263499915599823
