episode,stage,map,agents,complexity,success,success_rate
122,0,map_11,8,0.0500159859657287,1,0.9590163934426229
123,0,map_19,2,0.0415452122688293,1,0.959349593495935
124,0,map_39,4,0.0472275614738464,1,0.9596774193548387
125,0,map_47,16,0.0468083620071411,1,0.96
126,0,map_23,4,0.044947326183319,1,0.9603174603174603
127,0,map_3,2,0.0272246003150939,1,0.9606299212598425
128,0,map_63,16,0.0399672389030456,1,0.9609375
129,0,map_35,2,0.0425976514816284,1,0.9612403100775194
130,0,map_7,4,0.034240186214447,1,0.9615384615384616
131,0,map_55,4,0.0406293869018554,1,0.9618320610687023
132,0,map_51,2,0.0386068820953369,1,0.9621212121212122
133,0,map_31,16,0.0318300127983093,1,0.9624060150375939
134,0,map_59,8,0.0432140827178955,1,0.9626865671641791
135,0,map_11,8,0.0500159859657287,1,0.9629629629629629
136,0,map_19,2,0.0415452122688293,0,0.9558823529411765
137,0,map_39,4,0.0472275614738464,1,0.9562043795620438
138,0,map_47,16,0.0468083620071411,1,0.9565217391304348
139,0,map_23,4,0.044947326183319,1,0.9568345323741008
140,0,map_3,2,0.0272246003150939,1,0.9571428571428572
141,0,map_63,16,0.0399672389030456,1,0.9574468085106383
142,0,map_35,2,0.0425976514816284,1,0.9577464788732394
143,0,map_7,4,0.034240186214447,1,0.958041958041958
144,0,map_55,4,0.0406293869018554,1,0.9583333333333334
145,0,map_51,2,0.0386068820953369,1,0.9586206896551724
146,0,map_31,16,0.0318300127983093,1,0.958904109589041
147,0,map_59,8,0.0432140827178955,1,0.9591836734693877
148,0,map_11,8,0.0500159859657287,1,0.9594594594594594
149,0,map_19,2,0.0415452122688293,1,0.959731543624161
150,0,map_39,4,0.0472275614738464,1,0.96
151,0,map_47,16,0.0468083620071411,1,0.9602649006622517
152,0,map_23,4,0.044947326183319,1,0.9605263157894737
153,0,map_3,2,0.0272246003150939,0,0.954248366013072
154,0,map_63,16,0.0399672389030456,1,0.9545454545454546
155,0,map_35,2,0.0425976514816284,1,0.9548387096774194
156,0,map_7,4,0.034240186214447,1,0.9551282051282052
157,0,map_55,4,0.0406293869018554,1,0.9554140127388535
158,0,map_51,2,0.0386068820953369,1,0.9556962025316456
159,0,map_31,16,0.0318300127983093,1,0.9559748427672956
160,0,map_59,8,0.0432140827178955,1,0.95625
161,0,map_11,8,0.0500159859657287,1,0.9565217391304348
162,0,map_19,2,0.0415452122688293,1,0.9567901234567902
163,0,map_39,4,0.0472275614738464,1,0.9570552147239264
164,0,map_47,16,0.0468083620071411,1,0.9573170731707317
165,0,map_23,4,0.044947326183319,0,0.9515151515151515
166,0,map_3,2,0.0272246003150939,1,0.9518072289156626
167,0,map_63,16,0.0399672389030456,0,0.9461077844311377
168,0,map_35,2,0.0425976514816284,1,0.9464285714285714
169,0,map_7,4,0.034240186214447,1,0.9467455621301775
170,0,map_55,4,0.0406293869018554,1,0.9470588235294117
171,0,map_51,2,0.0386068820953369,1,0.9473684210526315
172,0,map_31,16,0.0318300127983093,1,0.9476744186046512
173,0,map_59,8,0.0432140827178955,1,0.9479768786127167
174,0,map_11,8,0.0500159859657287,1,0.9482758620689655
175,0,map_19,2,0.0415452122688293,1,0.9485714285714286
176,0,map_39,4,0.0472275614738464,1,0.9488636363636364
177,0,map_47,16,0.0468083620071411,1,0.9491525423728814
178,0,map_23,4,0.044947326183319,1,0.949438202247191
179,0,map_3,2,0.0272246003150939,1,0.9497206703910615
180,0,map_63,16,0.0399672389030456,1,0.95
181,0,map_35,2,0.0425976514816284,1,0.9502762430939227
182,0,map_7,4,0.034240186214447,1,0.9505494505494505
183,0,map_55,4,0.0406293869018554,1,0.9508196721311475
184,0,map_51,2,0.0386068820953369,1,0.9510869565217391
185,0,map_31,16,0.0318300127983093,1,0.9513513513513514
186,0,map_59,8,0.0432140827178955,1,0.9516129032258065
187,0,map_11,8,0.0500159859657287,1,0.9518716577540107
188,0,map_19,2,0.0415452122688293,1,0.9521276595744681
189,0,map_39,4,0.0472275614738464,1,0.9523809523809523
190,0,map_47,16,0.0468083620071411,1,0.9526315789473684
191,0,map_23,4,0.044947326183319,1,0.9528795811518325
192,0,map_3,2,0.0272246003150939,1,0.953125
193,0,map_63,16,0.0399672389030456,1,0.9533678756476683
194,0,map_35,2,0.0425976514816284,1,0.9536082474226805
195,0,map_7,4,0.034240186214447,1,0.9538461538461539
196,0,map_55,4,0.0406293869018554,1,0.9540816326530612
197,0,map_51,2,0.0386068820953369,1,0.9543147208121827
198,0,map_31,16,0.0318300127983093,1,0.9545454545454546
199,0,map_59,8,0.0432140827178955,1,0.9547738693467337
200,0,map_11,8,0.0500159859657287,1,0.955
201,0,map_19,2,0.0415452122688293,1,0.9552238805970149
202,0,map_39,4,0.0472275614738464,1,0.9554455445544554
203,0,map_47,16,0.0468083620071411,1,0.9556650246305419
204,0,map_23,4,0.044947326183319,1,0.9558823529411765
205,0,map_3,2,0.0272246003150939,1,0.9560975609756097
206,0,map_63,16,0.0399672389030456,1,0.9563106796116505
207,0,map_35,2,0.0425976514816284,1,0.9565217391304348
208,0,map_7,4,0.034240186214447,1,0.9567307692307693
209,0,map_55,4,0.0406293869018554,1,0.9569377990430622
210,0,map_51,2,0.0386068820953369,1,0.9571428571428572
211,0,map_31,16,0.0318300127983093,1,0.957345971563981
212,0,map_59,8,0.0432140827178955,1,0.9575471698113207
213,0,map_11,8,0.0500159859657287,1,0.9577464788732394
214,0,map_19,2,0.0415452122688293,0,0.9532710280373832
215,0,map_39,4,0.0472275614738464,1,0.9534883720930233
216,0,map_47,16,0.0468083620071411,1,0.9537037037037037
217,0,map_23,4,0.044947326183319,0,0.9493087557603687
218,0,map_3,2,0.0272246003150939,1,0.9495412844036697
219,0,map_63,16,0.0399672389030456,1,0.9497716894977168
220,0,map_35,2,0.0425976514816284,1,0.95
221,0,map_7,4,0.034240186214447,1,0.9502262443438914
222,0,map_55,4,0.0406293869018554,1,0.9504504504504504
223,0,map_51,2,0.0386068820953369,1,0.9506726457399103
224,0,map_31,16,0.0318300127983093,1,0.9508928571428571
225,0,map_59,8,0.0432140827178955,1,0.9511111111111111
226,0,map_11,8,0.0500159859657287,1,0.9513274336283186
227,0,map_19,2,0.0415452122688293,1,0.9515418502202643
228,0,map_39,4,0.0472275614738464,1,0.9517543859649122
229,0,map_47,16,0.0468083620071411,1,0.9519650655021834
230,0,map_23,4,0.044947326183319,0,0.9478260869565217
231,0,map_3,2,0.0272246003150939,1,0.948051948051948
232,0,map_63,16,0.0399672389030456,1,0.9482758620689655
233,0,map_35,2,0.0425976514816284,1,0.9484978540772532
234,0,map_7,4,0.034240186214447,1,0.9487179487179487
235,0,map_55,4,0.0406293869018554,1,0.948936170212766
236,0,map_51,2,0.0386068820953369,1,0.9491525423728814
237,0,map_31,16,0.0318300127983093,1,0.9493670886075949
238,0,map_59,8,0.0432140827178955,1,0.9495798319327731
239,0,map_11,8,0.0500159859657287,1,0.9497907949790795
240,0,map_19,2,0.0415452122688293,1,0.95
241,0,map_39,4,0.0472275614738464,1,0.950207468879668
242,0,map_47,16,0.0468083620071411,1,0.9504132231404959
243,0,map_23,4,0.044947326183319,1,0.9506172839506173
244,0,map_3,2,0.0272246003150939,1,0.9508196721311475
245,0,map_63,16,0.0399672389030456,1,0.9510204081632653
246,0,map_35,2,0.0425976514816284,1,0.9512195121951219
247,0,map_7,4,0.034240186214447,1,0.951417004048583
248,0,map_55,4,0.0406293869018554,1,0.9516129032258065
249,0,map_51,2,0.0386068820953369,1,0.9518072289156626
250,0,map_31,16,0.0318300127983093,1,0.952
251,0,map_59,8,0.0432140827178955,1,0.952191235059761
252,0,map_11,8,0.0500159859657287,1,0.9523809523809523
253,0,map_19,2,0.0415452122688293,1,0.9525691699604744
254,0,map_39,4,0.0472275614738464,0,0.9488188976377953
255,0,map_47,16,0.0468083620071411,1,0.9490196078431372
256,0,map_23,4,0.044947326183319,1,0.94921875
257,0,map_3,2,0.0272246003150939,1,0.9494163424124513
258,0,map_63,16,0.0399672389030456,1,0.9496124031007752
259,0,map_35,2,0.0425976514816284,0,0.9459459459459459
260,0,map_7,4,0.034240186214447,1,0.9461538461538461
261,0,map_55,4,0.0406293869018554,1,0.946360153256705
262,0,map_51,2,0.0386068820953369,1,0.9465648854961832
263,0,map_31,16,0.0318300127983093,1,0.9467680608365019
264,0,map_59,8,0.0432140827178955,1,0.946969696969697
265,0,map_11,8,0.0500159859657287,1,0.9471698113207547
266,0,map_19,2,0.0415452122688293,1,0.9473684210526315
267,0,map_39,4,0.0472275614738464,1,0.947565543071161
268,0,map_47,16,0.0468083620071411,1,0.9477611940298507
269,0,map_23,4,0.044947326183319,1,0.9479553903345725
270,0,map_3,2,0.0272246003150939,1,0.9481481481481482
271,0,map_63,16,0.0399672389030456,1,0.948339483394834
272,0,map_35,2,0.0425976514816284,0,0.9448529411764706
273,0,map_7,4,0.034240186214447,1,0.945054945054945
274,0,map_55,4,0.0406293869018554,1,0.9452554744525548
275,0,map_51,2,0.0386068820953369,1,0.9454545454545454
276,0,map_31,16,0.0318300127983093,1,0.9456521739130435
277,0,map_59,8,0.0432140827178955,1,0.9458483754512635
278,0,map_11,8,0.0500159859657287,0,0.9424460431654677
279,0,map_19,2,0.0415452122688293,1,0.942652329749104
280,0,map_39,4,0.0472275614738464,0,0.9392857142857143
281,0,map_47,16,0.0468083620071411,1,0.9395017793594306
282,0,map_23,4,0.044947326183319,1,0.9397163120567376
283,0,map_3,2,0.0272246003150939,1,0.9399293286219081
284,0,map_63,16,0.0399672389030456,1,0.9401408450704225
285,0,map_35,2,0.0425976514816284,0,0.9368421052631579
286,0,map_7,4,0.034240186214447,1,0.9370629370629371
287,0,map_55,4,0.0406293869018554,1,0.9372822299651568
288,0,map_51,2,0.0386068820953369,1,0.9375
289,0,map_31,16,0.0318300127983093,1,0.9377162629757786
290,0,map_59,8,0.0432140827178955,1,0.9379310344827586
291,0,map_11,8,0.0500159859657287,1,0.9381443298969072
292,0,map_19,2,0.0415452122688293,1,0.9383561643835616
293,0,map_39,4,0.0472275614738464,1,0.9385665529010239
294,0,map_47,16,0.0468083620071411,1,0.9387755102040817
295,0,map_23,4,0.044947326183319,1,0.9389830508474576
296,0,map_3,2,0.0272246003150939,0,0.9358108108108109
297,0,map_63,16,0.0399672389030456,1,0.936026936026936
298,0,map_35,2,0.0425976514816284,1,0.9362416107382551
299,0,map_7,4,0.034240186214447,1,0.9364548494983278
300,0,map_55,4,0.0406293869018554,1,0.9366666666666666
