episode,stage,map,agents,complexity,success,reward,steps,avg_loss,avg_epsilon,moving_cost,detour_pct
50,0,map_10,8,1.4785,1,-0.03,4,0.0005622510119186094,0.5342499999998215,2.0,100.0
51,0,map_13,16,1.3831,1,-1.4500000000000004,76,0.0005313543127461647,0.5307399999998202,4.222222222222222,322.22222222222223
52,0,map_0,2,1.5077,1,0.7699999999999999,74,0.0006007541356566809,0.5240799999998175,2.8461538461538463,184.6153846153846
53,0,map_5,4,1.5030999999999999,1,-0.06999999999999994,28,0.0006329108803550264,0.5195799999998157,3.5,180.0
54,0,map_9,8,1.4630999999999998,1,-7.979999999999982,259,0.0006255485426409842,0.5067549999998112,7.848484848484849,684.8484848484849
55,0,map_6,4,1.5185,0,-23.100000000000104,600,0.00012908169344351942,0.4681449999998183,0.0,0.0
56,0,map_14,16,1.3985,1,-8.419999999999979,223,5.798939082524157e-05,0.4311549999998241,223.0,22200.0
57,0,map_15,16,1.4139000000000002,1,-0.039999999999999994,5,6.33983490843093e-05,0.42098499999982686,2.5,150.0
58,0,map_4,4,1.4877,0,-10.499999999999906,630,0.00010431129370599159,0.39245499999983313,0.0,0.0
59,0,map_11,8,1.4939,1,0.07,4,3.510125679895282e-05,0.3639699999998401,2.0,100.0
60,0,map_8,8,1.4477,1,0.21999999999999997,39,0.00041384062636720236,0.3621249999998406,3.5454545454545454,254.54545454545453
61,0,map_12,16,1.3677000000000001,1,1.6,101,0.0006007498019607738,0.3559149999998417,2.2954545454545454,129.54545454545453
62,0,map_1,2,1.5231,1,0.05999999999999982,95,0.0004687205544038814,0.3471849999998441,2.96875,150.0
63,0,map_10,8,1.4785,1,0.16000000000000003,5,0.0005192917669774033,0.3427749999998451,2.5,25.0
64,0,map_13,16,1.3831,1,2.350000000000002,56,0.0004229510930599645,0.3401199999998457,1.75,47.368421052631575
65,0,map_0,2,1.5077,1,1.41,50,0.0003950812123901192,0.3354399999998468,1.9230769230769231,92.3076923076923
66,0,map_5,4,1.5030999999999999,1,0.8699999999999993,124,0.0005188810463868861,0.3276999999998489,3.875,226.3157894736842
67,0,map_9,8,1.4630999999999998,1,1.5600000000000025,85,0.0003926186694852298,0.3183849999998508,2.65625,123.6842105263158
68,0,map_6,4,1.5185,1,1.0799999999999998,33,0.0005461674268190109,0.313164999999852,3.0,94.11764705882352
69,0,map_14,16,1.3985,0,-21.010000000000094,732,9.725773492560663e-05,0.2788299999998607,0.0,0.0
70,0,map_15,16,1.4139000000000002,1,0.0,1,0.0,0.0,1.0,0.0
71,0,map_4,4,1.4877,1,0.6399999999999999,17,0.0002697181737403298,0.2452149999998664,1.5454545454545454,54.54545454545454
72,0,map_11,8,1.4939,1,0.0,1,0.0,0.0,1.0,0.0
73,0,map_8,8,1.4477,1,0.05000000000000013,26,0.0004554837307659909,0.24336999999986628,2.888888888888889,188.88888888888889
74,0,map_12,16,1.3677000000000001,1,2.6000000000000014,61,0.0004094987395850088,0.23954499999986598,1.605263157894737,60.526315789473685
75,0,map_1,2,1.5231,1,0.05999999999999987,35,0.0004399211431839777,0.2353149999998656,4.375,250.0
76,0,map_10,8,1.4785,1,-0.5199999999999999,13,0.000639400665628879,0.2332449999998655,6.5,550.0
77,0,map_13,16,1.3831,1,-15.32999999999993,424,0.0004967086656796846,0.21366999999986425,19.272727272727273,1225.0
78,0,map_0,2,1.5077,1,-4.249999999999973,226,0.00047210897674732327,0.1845099999998618,20.545454545454547,1954.5454545454547
79,0,map_5,4,1.5030999999999999,1,-2.559999999999991,257,0.0002518108680504838,0.16286499999986015,8.03125,576.3157894736843
80,0,map_9,8,1.4630999999999998,1,0.9699999999999998,34,0.00028236969272697797,0.14985999999985924,1.8888888888888888,88.88888888888889
81,0,map_6,4,1.5185,1,0.68,33,0.00043964127917206497,0.146934999999859,3.0,94.11764705882352
82,0,map_14,16,1.3985,0,-11.13999999999988,715,0.00010954388305673915,0.11610483193262883,0.0,0.0
83,0,map_15,16,1.4139000000000002,1,0.0,1,0.0,0.0,1.0,0.0
84,0,map_4,4,1.4877,0,-10.999999999999856,890,4.7944658675926424e-05,0.09999999999985347,0.0,0.0
85,0,map_11,8,1.4939,1,0.0,1,0.0,0.0,1.0,0.0
86,0,map_8,8,1.4477,1,2.1100000000000017,80,0.0003331941892311885,0.0999999999998556,1.8181818181818181,81.81818181818183
87,0,map_12,16,1.3677000000000001,0,-11.799999999999876,721,0.00020360287526652125,0.09999999999985376,0.0,0.0
88,0,map_1,2,1.5231,0,-13.099999999999834,930,3.846836897639972e-05,0.09999999999985341,0.0,0.0
89,0,map_10,8,1.4785,1,0.0,1,0.0,0.0,1.0,0.0
90,0,map_13,16,1.3831,1,-9.709999999999928,492,9.363878886971733e-05,0.0999999999998545,82.0,6050.0
91,0,map_0,2,1.5077,1,0.9000000000000001,11,0.00039525966421933846,0.09999999999985552,1.0,0.0
92,0,map_5,4,1.5030999999999999,0,-13.599999999999834,970,5.649055163926793e-05,0.09999999999985336,0.0,0.0
93,0,map_9,8,1.4630999999999998,1,-0.2800000000000002,79,2.434842923694538e-05,0.0999999999998556,13.166666666666666,887.5
94,0,map_6,4,1.5185,0,-13.799999999999848,990,2.8969720621103767e-05,0.09999999999985335,0.0,0.0
95,0,map_14,16,1.3985,1,-0.03999999999999999,5,5.243969067691978e-05,0.09999999999985551,2.5,150.0
96,0,map_15,16,1.4139000000000002,1,-0.01999999999999999,3,0.00010612043115543202,0.09999999999985551,1.5,50.0
97,0,map_4,4,1.4877,1,1.3100000000000251,240,0.00010186429832958242,0.0999999999998557,5.454545454545454,445.45454545454544
98,0,map_11,8,1.4939,1,-0.02,3,2.7385442081140354e-05,0.09999999999985551,3.0,200.0
99,0,map_8,8,1.4477,0,-11.89999999999984,961,2.224490063558922e-05,0.09999999999985337,0.0,0.0
100,1,map_26,8,2.1505,1,-12.159999999999876,677,6.485907627237922e-05,0.09999999999985387,67.7,4131.25
101,1,map_7,4,1.5339,1,-0.11,2,0.0007593923946842551,0.09999999999985551,2.0,100.0
102,1,map_28,16,2.0397,1,3.3900000000000095,112,0.0002629721072423251,0.09999999999985563,2.3333333333333335,133.33333333333331
103,1,map_21,4,2.1751,0,-21.59000000000048,880,6.633714761004692e-05,0.09999999999985348,0.0,0.0
104,1,map_31,16,2.0859,1,-4.00999999999998,132,4.494174868167793e-05,0.09999999999985565,132.0,13100.0
105,1,map_30,16,2.0705,1,0.0,1,0.0,0.0,1.0,0.0
106,1,map_24,8,2.1197,1,4.9300000000000015,78,0.0002332048554851465,0.0999999999998556,1.2380952380952381,23.809523809523807
107,1,map_20,4,2.1597,0,-11.909999999999853,952,3.370181188626696e-05,0.09999999999985339,0.0,0.0
108,1,map_2,2,1.5385,1,-0.7800000000000004,39,4.6492560482204825e-05,0.09999999999985543,9.75,875.0
109,1,map_27,8,2.1659,1,0.0,1,0.0,0.0,1.0,0.0
110,1,map_29,16,2.0551,1,1.8300000000000007,48,0.0002595740706384915,0.09999999999985548,1.6,41.17647058823529
111,1,map_3,2,1.5539,1,0.0,1,0.0,0.0,1.0,0.0
112,1,map_25,8,2.1351,1,1.5500000000000007,156,0.00040275939700809576,0.09999999999985566,2.1971830985915495,87.95180722891565
113,1,map_26,8,2.1505,1,-0.93,24,0.0004711220554663273,0.09999999999985551,3.4285714285714284,166.66666666666669
114,1,map_7,4,1.5339,1,0.0,1,0.0,0.0,1.0,0.0
115,1,map_28,16,2.0397,1,1.9000000000000006,31,0.0003963408465400183,0.09999999999985547,1.3478260869565217,24.0
116,1,map_21,4,2.1751,1,2.73,58,0.00047045105122634325,0.09999999999985552,2.0,34.883720930232556
117,1,map_31,16,2.0859,1,0.09000000000000001,2,0.0005854000337421894,0.09999999999985551,1.0,0.0
118,1,map_30,16,2.0705,1,0.27,4,0.0004125468743344148,0.0999999999998555,1.0,0.0
119,1,map_24,8,2.1197,1,2.3799999999999994,43,0.0005829268435869986,0.09999999999985544,1.2285714285714286,22.857142857142858
120,1,map_20,4,2.1597,1,2.660000000000001,55,0.0004866865694768623,0.09999999999985551,1.5714285714285714,57.14285714285714
121,1,map_2,2,1.5385,1,0.0,1,0.0,0.0,1.0,0.0
122,1,map_27,8,2.1659,1,-2.5199999999999925,153,0.0001985216324436279,0.09999999999985566,153.0,15200.0
123,1,map_29,16,2.0551,1,2.3600000000000048,65,0.0002468230588874576,0.09999999999985555,2.1666666666666665,91.17647058823529
124,1,map_3,2,1.5539,1,0.0,1,0.0,0.0,1.0,0.0
125,1,map_25,8,2.1351,1,2.25,46,0.0005080430396547955,0.09999999999985547,1.393939393939394,31.428571428571427
126,1,map_26,8,2.1505,1,0.2099999999999997,50,0.000620492031068389,0.09999999999985548,5.0,212.5
127,1,map_7,4,1.5339,1,-0.22,3,0.0003260592493461445,0.09999999999985551,3.0,200.0
128,1,map_28,16,2.0397,1,3.1899999999999986,112,0.0006305641672460715,0.09999999999985563,1.671641791044776,67.16417910447761
129,1,map_21,4,2.1751,1,2.0100000000000002,50,0.0007524590657748358,0.09999999999985548,1.7241379310344827,42.857142857142854
130,1,map_31,16,2.0859,1,0.0,1,0.0,0.0,1.0,0.0
131,1,map_30,16,2.0705,1,0.36000000000000004,5,0.000741438205295708,0.09999999999985551,1.0,0.0
132,1,map_24,8,2.1197,1,4.959999999999998,65,0.0005084909057586628,0.09999999999985555,1.1403508771929824,14.035087719298245
133,1,map_20,4,2.1597,1,5.009999999999996,70,0.0005414802441879621,0.09999999999985557,1.1111111111111112,11.11111111111111
134,1,map_2,2,1.5385,1,0.27,4,0.0005465509893838316,0.0999999999998555,1.0,0.0
135,1,map_27,8,2.1659,1,0.0,1,0.0,0.0,1.0,0.0
136,1,map_29,16,2.0551,1,-2.9999999999999982,141,0.000763637438753254,0.09999999999985566,2.877551020408163,176.47058823529412
137,1,map_3,2,1.5539,1,-0.11,2,0.0005363362142816186,0.09999999999985551,2.0,100.0
138,1,map_25,8,2.1351,0,-3.5099999999999434,722,0.000363770770129069,0.09999999999985376,0.0,0.0
139,1,map_26,8,2.1505,0,-17.11000000000001,702,0.00013530289737065062,0.0999999999998538,0.0,0.0
140,1,map_7,4,1.5339,1,0.0,1,0.0,0.0,1.0,0.0
141,1,map_28,16,2.0397,1,5.409999999999998,70,0.00016805446999121384,0.09999999999985557,1.1111111111111112,11.11111111111111
142,1,map_21,4,2.1751,1,2.3100000000000005,60,0.0007221571125891218,0.09999999999985554,2.0689655172413794,71.42857142857143
143,1,map_31,16,2.0859,1,0.0,1,0.0,0.0,1.0,0.0
144,1,map_30,16,2.0705,1,0.0,1,0.0,0.0,1.0,0.0
145,1,map_24,8,2.1197,1,3.91,120,0.0004891715893676473,0.09999999999985563,2.1052631578947367,110.5263157894737
146,1,map_20,4,2.1597,1,3.059999999999999,35,0.0003663370050215984,0.09999999999985544,1.0,0.0
147,1,map_2,2,1.5385,1,0.0,1,0.0,0.0,1.0,0.0
148,1,map_27,8,2.1659,1,0.0,1,0.0,0.0,1.0,0.0
149,1,map_29,16,2.0551,1,4.519999999999998,129,0.0007138716320014282,0.09999999999985565,1.6753246753246753,67.53246753246754
150,1,map_3,2,1.5539,1,0.0,1,0.0,0.0,1.0,0.0
151,1,map_25,8,2.1351,1,5.309999999999996,140,0.0007152895687278628,0.09999999999985566,1.627906976744186,42.857142857142854
152,1,map_26,8,2.1505,1,0.24000000000000005,17,0.0006423005634133006,0.09999999999985552,2.4285714285714284,142.85714285714286
153,1,map_7,4,1.5339,1,0.0,1,0.0,0.0,1.0,0.0
154,1,map_28,16,2.0397,1,4.0600000000000005,55,0.000542030493239441,0.09999999999985551,1.1458333333333333,14.583333333333334
155,1,map_21,4,2.1751,1,-11.059999999999881,707,0.0005002008103433286,0.0999999999998538,12.189655172413794,971.2121212121212
156,1,map_31,16,2.0859,1,-5.439999999999994,85,0.00022767586610176034,0.0999999999998556,85.0,8400.0
157,1,map_30,16,2.0705,1,-1.3300000000000005,84,0.0001994754381145418,0.0999999999998556,21.0,2000.0
158,1,map_24,8,2.1197,1,4.519999999999999,69,0.0004550763754677438,0.09999999999985557,1.2105263157894737,21.052631578947366
159,1,map_20,4,2.1597,1,2.570000000000001,44,0.0005067439474365782,0.09999999999985545,1.2571428571428571,25.71428571428571
160,1,map_2,2,1.5385,1,0.0,1,0.0,0.0,1.0,0.0
161,1,map_27,8,2.1659,1,0.18000000000000002,3,0.0008214137051254511,0.09999999999985551,1.0,0.0
162,1,map_29,16,2.0551,1,4.669999999999999,104,0.0006623312810298001,0.09999999999985562,1.4647887323943662,42.465753424657535
163,1,map_3,2,1.5539,1,0.0,1,0.0,0.0,1.0,0.0
164,1,map_25,8,2.1351,1,6.229999999999993,128,0.0006377414482147029,0.09999999999985565,1.4883720930232558,30.612244897959183
165,1,map_26,8,2.1505,1,0.21000000000000002,10,0.001072093760336025,0.09999999999985552,2.5,66.66666666666666
166,1,map_7,4,1.5339,1,-4.249999999999979,196,0.00026670719074527134,0.09999999999985569,98.0,9700.0
167,1,map_28,16,2.0397,1,3.9,71,0.0003099247244660676,0.09999999999985557,1.392156862745098,39.21568627450981
168,1,map_21,4,2.1751,1,-1.4199999999999915,123,0.0007214488401497546,0.09999999999985565,3.84375,223.6842105263158
169,1,map_31,16,2.0859,1,0.0,1,0.0,0.0,1.0,0.0
170,1,map_30,16,2.0705,1,0.63,8,0.000889249611645937,0.09999999999985552,1.0,0.0
171,1,map_24,8,2.1197,1,-0.08999999999999297,260,0.00030806610296353604,0.0999999999998557,7.428571428571429,642.8571428571429
172,1,map_20,4,2.1597,1,2.780000000000001,43,0.0002732889181407656,0.09999999999985544,1.2285714285714286,22.857142857142858
173,1,map_2,2,1.5385,1,0.27,4,0.0004606576015551885,0.0999999999998555,1.0,0.0
174,1,map_27,8,2.1659,1,-0.76,17,0.000495059533022868,0.09999999999985552,17.0,1600.0
175,1,map_29,16,2.0551,1,2.49,42,0.0005259951732757433,0.09999999999985544,1.2727272727272727,20.0
176,1,map_3,2,1.5539,1,0.0,1,0.0,0.0,1.0,0.0
177,1,map_25,8,2.1351,1,0.6800000000000059,193,0.0006049636268320077,0.09999999999985569,2.7183098591549295,132.53012048192772
178,1,map_26,8,2.1505,1,0.5000000000000001,11,0.0008100940845906735,0.09999999999985552,1.5714285714285714,22.22222222222222
179,1,map_7,4,1.5339,1,0.0,1,0.0,0.0,1.0,0.0
180,1,map_28,16,2.0397,1,2.560000000000003,65,0.0007460663377969468,0.09999999999985555,1.8055555555555556,80.55555555555556
181,1,map_21,4,2.1751,0,-25.32000000000058,893,0.0001933785754132991,0.09999999999985347,0.0,0.0
182,1,map_31,16,2.0859,1,0.07000000000000002,4,1.0762781622967546e-05,0.0999999999998555,2.0,100.0
183,1,map_30,16,2.0705,1,-3.9699999999999744,268,2.8869758255731018e-05,0.0999999999998557,38.285714285714285,3728.5714285714284
184,1,map_24,8,2.1197,1,3.1099999999999994,40,0.00015146222048292073,0.09999999999985543,1.1111111111111112,11.11111111111111
185,1,map_20,4,2.1597,1,2.3900000000000063,72,0.0003883389925787514,0.09999999999985557,2.057142857142857,105.71428571428572
186,1,map_2,2,1.5385,1,-0.27999999999999997,9,0.0002773960313788848,0.09999999999985552,2.25,125.0
187,1,map_27,8,2.1659,1,-0.029999999999999992,14,0.00023904396444917298,0.09999999999985552,7.0,600.0
188,1,map_29,16,2.0551,1,2.2200000000000006,59,0.00035398226965957416,0.09999999999985552,2.0344827586206895,68.57142857142857
189,1,map_3,2,1.5539,1,-5.500000000000003,51,0.00025830896047409626,0.0999999999998555,51.0,5000.0
190,1,map_25,8,2.1351,0,-12.06999999999987,718,0.00019759113464901947,0.09999999999985378,0.0,0.0
191,1,map_26,8,2.1505,1,-0.1700000000000001,48,0.00018136635651202633,0.09999999999985548,12.0,700.0
192,1,map_7,4,1.5339,1,-0.33,4,0.00038700523145962507,0.0999999999998555,4.0,300.0
193,1,map_28,16,2.0397,1,3.4100000000000006,50,0.0002442151642159787,0.09999999999985548,1.3157894736842106,19.047619047619047
194,1,map_21,4,2.1751,1,5.019999999999998,79,0.0004394525004989611,0.0999999999998556,1.3620689655172413,19.696969696969695
195,1,map_31,16,2.0859,1,-1.9800000000000009,19,0.00029106043560508016,0.09999999999985552,19.0,1800.0
196,1,map_30,16,2.0705,0,-8.269999999999902,588,8.578343546202927e-05,0.09999999999985412,0.0,0.0
197,1,map_24,8,2.1197,1,0.7399999999999999,17,0.0001934358084554333,0.09999999999985552,1.5454545454545454,54.54545454545454
198,1,map_20,4,2.1597,1,2.640000000000005,57,0.0003382520428333789,0.09999999999985552,1.6285714285714286,62.857142857142854
199,1,map_2,2,1.5385,1,0.0,1,0.0,0.0,1.0,0.0
200,2,map_16,2,2.1797,1,-0.40999999999999986,32,0.000468102058690537,0.09999999999985545,2.909090909090909,190.9090909090909
201,2,map_47,16,2.7579,1,0.05000000000000002,6,0.0004542904091067612,0.09999999999985551,2.0,100.0
202,2,map_18,2,2.2105,1,0.36999999999999994,14,0.0003763356619926456,0.09999999999985552,3.5,133.33333333333331
203,2,map_46,16,2.7424999999999997,1,-0.2500000000000001,16,0.0002881982441370686,0.09999999999985552,16.0,1500.0
204,2,map_44,16,2.7116999999999996,1,10.450000000000001,226,0.0007143389365713422,0.09999999999985569,1.516778523489933,51.67785234899329
205,2,map_23,4,2.2059,1,0.0,1,0.0,0.0,1.0,0.0
206,2,map_17,2,2.1951,1,-5.0700000000000145,128,0.0004934268331202847,0.09999999999985565,4.413793103448276,197.67441860465115
207,2,map_40,8,2.7916999999999996,1,9.209999999999992,150,0.0006186733210432787,0.09999999999985566,1.271186440677966,27.11864406779661
208,2,map_45,16,2.7270999999999996,1,2.790000000000031,272,0.0004974089629638414,0.0999999999998557,4.689655172413793,240.0
209,2,map_19,2,2.2259,1,-1.2500000000000002,16,0.0002511721371168581,0.09999999999985552,5.333333333333333,433.3333333333333
210,2,map_22,4,2.1905,1,-1.07,58,0.0004659920635739374,0.09999999999985552,2.9,123.07692307692308
211,2,map_41,8,2.8070999999999997,1,-29.599999999999877,421,0.00041209065519589265,0.09999999999985489,7.943396226415095,638.5964912280702
212,2,map_16,2,2.1797,0,-10.22999999999986,1074,9.526278159184589e-05,0.09999999999985325,0.0,0.0
213,2,map_47,16,2.7579,0,-8.519999999999936,413,7.01283492227596e-05,0.09999999999985493,0.0,0.0
214,2,map_18,2,2.2105,1,-1.1300000000000003,64,0.0002001574575265367,0.09999999999985555,9.142857142857142,814.2857142857142
215,2,map_46,16,2.7424999999999997,1,0.0,1,0.0,0.0,1.0,0.0
216,2,map_44,16,2.7116999999999996,1,3.440000000000002,77,0.0006012790159538303,0.09999999999985558,1.711111111111111,71.11111111111111
217,2,map_23,4,2.2059,1,-4.680000000000001,49,0.0002673384534925087,0.09999999999985548,16.333333333333332,1533.3333333333335
218,2,map_17,2,2.1951,0,-17.400000000000013,1001,0.0003498854499475783,0.09999999999985333,0.0,0.0
219,2,map_40,8,2.7916999999999996,1,4.939999999999999,87,0.0006636879354837854,0.0999999999998556,1.380952380952381,38.095238095238095
220,2,map_45,16,2.7270999999999996,1,9.489999999999995,122,0.0005727416567777645,0.09999999999985565,1.1090909090909091,10.909090909090908
221,2,map_19,2,2.2259,1,0.07000000000000002,4,0.0007355225388891995,0.0999999999998555,1.3333333333333333,33.33333333333333
222,2,map_22,4,2.1905,0,-13.379999999999836,809,0.00011811511267139151,0.0999999999998536,0.0,0.0
223,2,map_41,8,2.8070999999999997,1,4.760000000000001,125,0.0006680969580620219,0.09999999999985565,2.1551724137931036,56.25
224,2,map_16,2,2.1797,1,1.5499999999999994,56,0.00049024036005986,0.09999999999985552,1.6,60.0
225,2,map_47,16,2.7579,1,0.34,7,0.0007906816026661545,0.09999999999985552,2.3333333333333335,40.0
226,2,map_18,2,2.2105,0,-13.119999999999834,943,7.42751252262354e-05,0.0999999999998534,0.0,0.0
227,2,map_46,16,2.7424999999999997,1,0.16000000000000003,5,6.407168802979868e-05,0.09999999999985551,1.6666666666666667,66.66666666666666
228,2,map_44,16,2.7116999999999996,1,2.8300000000000014,48,0.00019563590583547533,0.09999999999985548,1.3714285714285714,29.72972972972973
229,2,map_23,4,2.2059,1,0.18000000000000002,3,0.00037293815694283694,0.09999999999985551,1.0,0.0
230,2,map_17,2,2.1951,1,1.77,54,0.000473146880087267,0.09999999999985551,1.8620689655172413,54.285714285714285
231,2,map_40,8,2.7916999999999996,1,6.419999999999997,109,0.00040953864986982406,0.09999999999985563,1.2976190476190477,29.761904761904763
232,2,map_45,16,2.7270999999999996,1,5.629999999999997,108,0.0004976086867113694,0.09999999999985562,1.8620689655172413,35.0
233,2,map_19,2,2.2259,1,0.12000000000000002,9,0.0006918992221471854,0.09999999999985552,3.0,200.0
234,2,map_22,4,2.1905,1,-1.2999999999999996,111,0.0006855360675465569,0.09999999999985563,5.55,326.9230769230769
235,2,map_41,8,2.8070999999999997,1,2.0900000000000007,82,0.000656660040588992,0.09999999999985558,2.8275862068965516,54.71698113207547
236,2,map_16,2,2.1797,0,-13.78999999999981,1150,0.00016483646287239077,0.09999999999985318,0.0,0.0
237,2,map_47,16,2.7579,1,-0.38999999999999996,10,6.95527704819041e-05,0.09999999999985552,5.0,400.0
238,2,map_18,2,2.2105,1,-3.4599999999999835,247,5.2619711204084244e-05,0.0999999999998557,35.285714285714285,3428.5714285714284
239,2,map_46,16,2.7424999999999997,1,0.7700000000000001,54,0.0004823270186843386,0.09999999999985551,2.5714285714285716,134.7826086956522
240,2,map_44,16,2.7116999999999996,1,6.450000000000002,106,0.0006492307043074453,0.09999999999985562,1.325,29.268292682926827
241,2,map_23,4,2.2059,1,0.18000000000000002,3,0.0019749910570681095,0.09999999999985551,1.0,0.0
242,2,map_17,2,2.1951,1,2.6100000000000017,50,0.001176234586544487,0.09999999999985548,1.7241379310344827,42.857142857142854
243,2,map_40,8,2.7916999999999996,1,3.0199999999999996,39,0.0009598761672877069,0.09999999999985543,1.0833333333333333,8.333333333333332
