episode,stage,map,agents,complexity,success,success_rate_global,success_rate_stage
156,0,map_51,2,0.0386068820953369,1,0.9871794871794872,0.9871794871794872
157,0,map_55,4,0.0406293869018554,1,0.9872611464968153,0.9872611464968153
158,0,map_19,2,0.0415452122688293,1,0.9873417721518988,0.9873417721518988
159,0,map_35,2,0.0425976514816284,1,0.9874213836477987,0.9874213836477987
160,0,map_59,8,0.0432140827178955,1,0.9875,0.9875
161,0,map_23,4,0.044947326183319,1,0.9875776397515528,0.9875776397515528
162,0,map_3,2,0.0272246003150939,1,0.9876543209876543,0.9876543209876543
163,0,map_7,4,0.034240186214447,1,0.9877300613496932,0.9877300613496932
164,0,map_51,2,0.0386068820953369,1,0.9878048780487805,0.9878048780487805
165,0,map_55,4,0.0406293869018554,1,0.9878787878787879,0.9878787878787879
166,0,map_19,2,0.0415452122688293,1,0.9879518072289156,0.9879518072289156
167,0,map_35,2,0.0425976514816284,1,0.9880239520958084,0.9880239520958084
168,0,map_59,8,0.0432140827178955,1,0.9880952380952381,0.9880952380952381
169,0,map_23,4,0.044947326183319,1,0.9881656804733728,0.9881656804733728
170,0,map_3,2,0.0272246003150939,1,0.9882352941176471,0.9882352941176471
171,0,map_7,4,0.034240186214447,1,0.9883040935672515,0.9883040935672515
172,0,map_51,2,0.0386068820953369,1,0.9883720930232558,0.9883720930232558
173,0,map_55,4,0.0406293869018554,1,0.9884393063583815,0.9884393063583815
174,0,map_19,2,0.0415452122688293,1,0.9885057471264368,0.9885057471264368
175,0,map_35,2,0.0425976514816284,1,0.9885714285714285,0.9885714285714285
176,0,map_59,8,0.0432140827178955,1,0.9886363636363636,0.9886363636363636
177,0,map_23,4,0.044947326183319,1,0.9887005649717514,0.9887005649717514
178,0,map_3,2,0.0272246003150939,1,0.9887640449438202,0.9887640449438202
179,0,map_7,4,0.034240186214447,1,0.9888268156424581,0.9888268156424581
180,0,map_51,2,0.0386068820953369,1,0.9888888888888889,0.9888888888888889
181,0,map_55,4,0.0406293869018554,1,0.988950276243094,0.988950276243094
182,0,map_19,2,0.0415452122688293,1,0.989010989010989,0.989010989010989
183,0,map_35,2,0.0425976514816284,1,0.9890710382513661,0.9890710382513661
184,0,map_59,8,0.0432140827178955,1,0.9891304347826086,0.9891304347826086
185,0,map_23,4,0.044947326183319,1,0.9891891891891892,0.9891891891891892
186,0,map_3,2,0.0272246003150939,1,0.989247311827957,0.989247311827957
187,0,map_7,4,0.034240186214447,1,0.9893048128342246,0.9893048128342246
188,0,map_51,2,0.0386068820953369,1,0.9893617021276596,0.9893617021276596
189,0,map_55,4,0.0406293869018554,1,0.9894179894179894,0.9894179894179894
190,0,map_19,2,0.0415452122688293,1,0.9894736842105263,0.9894736842105263
191,0,map_35,2,0.0425976514816284,1,0.9895287958115183,0.9895287958115183
192,0,map_59,8,0.0432140827178955,1,0.9895833333333334,0.9895833333333334
193,0,map_23,4,0.044947326183319,1,0.9896373056994818,0.9896373056994818
194,0,map_3,2,0.0272246003150939,1,0.9896907216494846,0.9896907216494846
195,0,map_7,4,0.034240186214447,1,0.9897435897435898,0.9897435897435898
196,0,map_51,2,0.0386068820953369,1,0.9897959183673469,0.9897959183673469
197,0,map_55,4,0.0406293869018554,1,0.9898477157360406,0.9898477157360406
198,0,map_19,2,0.0415452122688293,1,0.98989898989899,0.98989898989899
199,0,map_35,2,0.0425976514816284,1,0.9899497487437185,0.9899497487437185
200,0,map_59,8,0.0432140827178955,1,0.99,0.99
201,0,map_23,4,0.044947326183319,1,0.9900497512437811,0.9900497512437811
202,0,map_3,2,0.0272246003150939,1,0.9900990099009901,0.9900990099009901
203,0,map_7,4,0.034240186214447,1,0.9901477832512315,0.9901477832512315
204,0,map_51,2,0.0386068820953369,1,0.9901960784313726,0.9901960784313726
205,0,map_55,4,0.0406293869018554,1,0.9902439024390244,0.9902439024390244
206,0,map_19,2,0.0415452122688293,1,0.9902912621359223,0.9902912621359223
207,0,map_35,2,0.0425976514816284,1,0.9903381642512077,0.9903381642512077
208,0,map_59,8,0.0432140827178955,1,0.9903846153846154,0.9903846153846154
209,0,map_23,4,0.044947326183319,1,0.9904306220095693,0.9904306220095693
210,0,map_3,2,0.0272246003150939,1,0.9904761904761905,0.9904761904761905
211,0,map_7,4,0.034240186214447,1,0.990521327014218,0.990521327014218
212,0,map_51,2,0.0386068820953369,1,0.9905660377358491,0.9905660377358491
213,0,map_55,4,0.0406293869018554,1,0.9906103286384976,0.9906103286384976
214,0,map_19,2,0.0415452122688293,1,0.9906542056074766,0.9906542056074766
215,0,map_35,2,0.0425976514816284,1,0.9906976744186047,0.9906976744186047
216,0,map_59,8,0.0432140827178955,1,0.9907407407407407,0.9907407407407407
217,0,map_23,4,0.044947326183319,1,0.9907834101382489,0.9907834101382489
218,0,map_3,2,0.0272246003150939,1,0.9908256880733946,0.9908256880733946
219,0,map_7,4,0.034240186214447,1,0.9908675799086758,0.9908675799086758
220,0,map_11,8,0.0500159859657287,1,0.990909090909091,0.990909090909091
221,0,map_11,8,0.0500159859657287,1,0.9909502262443439,0.9909502262443439
222,0,map_11,8,0.0500159859657287,1,0.990990990990991,0.990990990990991
223,0,map_11,8,0.0500159859657287,1,0.9910313901345291,0.9910313901345291
224,0,map_11,8,0.0500159859657287,1,0.9910714285714286,0.9910714285714286
225,0,map_39,4,0.0472275614738464,1,0.9911111111111112,0.9911111111111112
226,0,map_39,4,0.0472275614738464,1,0.9911504424778761,0.9911504424778761
227,0,map_39,4,0.0472275614738464,1,0.9911894273127754,0.9911894273127754
228,0,map_39,4,0.0472275614738464,1,0.9912280701754386,0.9912280701754386
229,0,map_39,4,0.0472275614738464,1,0.9912663755458515,0.9912663755458515
230,0,map_47,16,0.0468083620071411,1,0.991304347826087,0.991304347826087
231,0,map_47,16,0.0468083620071411,1,0.9913419913419913,0.9913419913419913
232,0,map_47,16,0.0468083620071411,1,0.9913793103448276,0.9913793103448276
233,0,map_47,16,0.0468083620071411,1,0.9914163090128756,0.9914163090128756
234,0,map_47,16,0.0468083620071411,1,0.9914529914529915,0.9914529914529915
235,0,map_51,2,0.0386068820953369,1,0.9914893617021276,0.9914893617021276
236,0,map_55,4,0.0406293869018554,1,0.9915254237288136,0.9915254237288136
237,0,map_19,2,0.0415452122688293,1,0.9915611814345991,0.9915611814345991
238,0,map_35,2,0.0425976514816284,1,0.9915966386554622,0.9915966386554622
239,0,map_59,8,0.0432140827178955,1,0.9916317991631799,0.9916317991631799
240,0,map_23,4,0.044947326183319,1,0.9916666666666667,0.9916666666666667
241,0,map_3,2,0.0272246003150939,1,0.991701244813278,0.991701244813278
242,0,map_7,4,0.034240186214447,1,0.9917355371900827,0.9917355371900827
243,0,map_51,2,0.0386068820953369,1,0.9917695473251029,0.9917695473251029
244,0,map_55,4,0.0406293869018554,1,0.9918032786885246,0.9918032786885246
245,0,map_19,2,0.0415452122688293,1,0.9918367346938776,0.9918367346938776
246,0,map_35,2,0.0425976514816284,1,0.991869918699187,0.991869918699187
247,0,map_59,8,0.0432140827178955,1,0.9919028340080972,0.9919028340080972
248,0,map_23,4,0.044947326183319,1,0.9919354838709677,0.9919354838709677
249,0,map_3,2,0.0272246003150939,1,0.9919678714859438,0.9919678714859438
250,0,map_63,16,0.0399672389030456,1,0.992,0.992
251,0,map_63,16,0.0399672389030456,1,0.9920318725099602,0.9920318725099602
252,0,map_63,16,0.0399672389030456,1,0.9920634920634921,0.9920634920634921
253,0,map_63,16,0.0399672389030456,1,0.9920948616600791,0.9920948616600791
254,0,map_63,16,0.0399672389030456,1,0.9921259842519685,0.9921259842519685
255,0,map_7,4,0.034240186214447,1,0.9921568627450981,0.9921568627450981
256,0,map_51,2,0.0386068820953369,1,0.9921875,0.9921875
257,0,map_55,4,0.0406293869018554,1,0.9922178988326849,0.9922178988326849
258,0,map_19,2,0.0415452122688293,1,0.9922480620155039,0.9922480620155039
259,0,map_35,2,0.0425976514816284,1,0.9922779922779923,0.9922779922779923
260,0,map_59,8,0.0432140827178955,1,0.9923076923076923,0.9923076923076923
261,0,map_23,4,0.044947326183319,1,0.9923371647509579,0.9923371647509579
262,0,map_31,16,0.0318300127983093,1,0.9923664122137404,0.9923664122137404
263,0,map_31,16,0.0318300127983093,1,0.9923954372623575,0.9923954372623575
264,0,map_31,16,0.0318300127983093,1,0.9924242424242424,0.9924242424242424
265,0,map_31,16,0.0318300127983093,1,0.9924528301886792,0.9924528301886792
266,0,map_31,16,0.0318300127983093,1,0.9924812030075187,0.9924812030075187
267,0,map_3,2,0.0272246003150939,1,0.9925093632958801,0.9925093632958801
268,0,map_7,4,0.034240186214447,1,0.9925373134328358,0.9925373134328358
269,0,map_51,2,0.0386068820953369,1,0.9925650557620818,0.9925650557620818
270,0,map_55,4,0.0406293869018554,1,0.9925925925925926,0.9925925925925926
271,0,map_19,2,0.0415452122688293,1,0.992619926199262,0.992619926199262
272,0,map_35,2,0.0425976514816284,1,0.9926470588235294,0.9926470588235294
273,0,map_59,8,0.0432140827178955,1,0.9926739926739927,0.9926739926739927
274,0,map_23,4,0.044947326183319,1,0.9927007299270073,0.9927007299270073
275,0,map_3,2,0.0272246003150939,1,0.9927272727272727,0.9927272727272727
276,0,map_7,4,0.034240186214447,1,0.9927536231884058,0.9927536231884058
277,0,map_51,2,0.0386068820953369,1,0.9927797833935018,0.9927797833935018
278,0,map_55,4,0.0406293869018554,1,0.9928057553956835,0.9928057553956835
279,0,map_19,2,0.0415452122688293,1,0.992831541218638,0.992831541218638
280,0,map_35,2,0.0425976514816284,1,0.9928571428571429,0.9928571428571429
281,0,map_59,8,0.0432140827178955,1,0.9928825622775801,0.9928825622775801
282,0,map_23,4,0.044947326183319,1,0.9929078014184397,0.9929078014184397
283,0,map_3,2,0.0272246003150939,1,0.9929328621908127,0.9929328621908127
284,0,map_7,4,0.034240186214447,1,0.9929577464788732,0.9929577464788732
285,0,map_51,2,0.0386068820953369,1,0.9929824561403509,0.9929824561403509
286,0,map_55,4,0.0406293869018554,1,0.993006993006993,0.993006993006993
287,0,map_19,2,0.0415452122688293,1,0.9930313588850174,0.9930313588850174
288,0,map_35,2,0.0425976514816284,1,0.9930555555555556,0.9930555555555556
289,0,map_59,8,0.0432140827178955,1,0.9930795847750865,0.9930795847750865
290,0,map_23,4,0.044947326183319,1,0.993103448275862,0.993103448275862
291,0,map_3,2,0.0272246003150939,1,0.993127147766323,0.993127147766323
292,0,map_7,4,0.034240186214447,1,0.9931506849315068,0.9931506849315068
293,0,map_51,2,0.0386068820953369,1,0.9931740614334471,0.9931740614334471
294,0,map_55,4,0.0406293869018554,1,0.9931972789115646,0.9931972789115646
295,0,map_19,2,0.0415452122688293,1,0.9932203389830508,0.9932203389830508
296,0,map_35,2,0.0425976514816284,1,0.9932432432432432,0.9932432432432432
297,0,map_59,8,0.0432140827178955,1,0.9932659932659933,0.9932659932659933
298,0,map_23,4,0.044947326183319,1,0.9932885906040269,0.9932885906040269
299,0,map_3,2,0.0272246003150939,1,0.9933110367892977,0.9933110367892977
300,0,map_7,4,0.034240186214447,1,0.9933333333333333,0.9933333333333333
301,1,map_43,8,0.0517471432685852,1,0.9933554817275747,1.0
302,1,map_27,8,0.0552159547805786,1,0.9933774834437086,1.0
303,1,map_2,2,0.0656284093856811,1,0.9933993399339934,1.0
304,1,map_15,16,0.0679668188095092,1,0.993421052631579,1.0
305,1,map_62,16,0.0746861100196838,1,0.9934426229508196,1.0
306,1,map_6,4,0.0827416777610778,1,0.9934640522875817,1.0
307,1,map_46,16,0.0828112959861755,1,0.993485342019544,1.0
308,1,map_30,16,0.0890864729881286,1,0.9935064935064936,1.0
309,1,map_50,2,0.0895015597343444,1,0.9935275080906149,1.0
310,1,map_58,8,0.0925648808479309,1,0.9935483870967742,1.0
311,1,map_54,4,0.0929304957389831,1,0.9935691318327974,1.0
312,1,map_54,4,0.0929304957389831,1,0.9935897435897436,1.0
313,1,map_54,4,0.0929304957389831,0,0.9904153354632588,0.9230769230769231
314,1,map_54,4,0.0929304957389831,1,0.9904458598726115,0.9285714285714286
315,1,map_54,4,0.0929304957389831,1,0.9904761904761905,0.9333333333333333
316,1,map_58,8,0.0925648808479309,1,0.990506329113924,0.9375
317,1,map_58,8,0.0925648808479309,1,0.9905362776025236,0.9411764705882353
318,1,map_58,8,0.0925648808479309,1,0.9905660377358491,0.9444444444444444
319,1,map_58,8,0.0925648808479309,1,0.9905956112852664,0.9473684210526315
320,1,map_50,2,0.0895015597343444,1,0.990625,0.95
321,1,map_50,2,0.0895015597343444,1,0.9906542056074766,0.9523809523809523
322,1,map_50,2,0.0895015597343444,1,0.9906832298136646,0.9545454545454546
323,1,map_50,2,0.0895015597343444,1,0.9907120743034056,0.9565217391304348
324,1,map_30,16,0.0890864729881286,1,0.9907407407407407,0.9583333333333334
325,1,map_30,16,0.0890864729881286,1,0.9907692307692307,0.96
326,1,map_30,16,0.0890864729881286,1,0.99079754601227,0.9615384615384616
327,1,map_30,16,0.0890864729881286,1,0.9908256880733946,0.9629629629629629
328,1,map_46,16,0.0828112959861755,1,0.9908536585365854,0.9642857142857143
329,1,map_46,16,0.0828112959861755,1,0.9908814589665653,0.9655172413793104
330,1,map_46,16,0.0828112959861755,1,0.990909090909091,0.9666666666666667
331,1,map_46,16,0.0828112959861755,1,0.9909365558912386,0.967741935483871
332,1,map_6,4,0.0827416777610778,1,0.9909638554216867,0.96875
333,1,map_6,4,0.0827416777610778,1,0.990990990990991,0.9696969696969697
334,1,map_6,4,0.0827416777610778,1,0.9910179640718563,0.9705882352941176
335,1,map_6,4,0.0827416777610778,1,0.991044776119403,0.9714285714285714
336,1,map_62,16,0.0746861100196838,1,0.9910714285714286,0.9722222222222222
337,1,map_62,16,0.0746861100196838,1,0.9910979228486647,0.972972972972973
338,1,map_62,16,0.0746861100196838,1,0.9911242603550295,0.9736842105263158
339,1,map_62,16,0.0746861100196838,1,0.9911504424778761,0.9743589743589743
340,1,map_15,16,0.0679668188095092,1,0.9911764705882353,0.975
341,1,map_15,16,0.0679668188095092,1,0.9912023460410557,0.975609756097561
342,1,map_15,16,0.0679668188095092,1,0.9912280701754386,0.9761904761904762
343,1,map_15,16,0.0679668188095092,1,0.9912536443148688,0.9767441860465116
344,1,map_2,2,0.0656284093856811,1,0.9912790697674418,0.9772727272727273
345,1,map_2,2,0.0656284093856811,1,0.991304347826087,0.9777777777777777
346,1,map_2,2,0.0656284093856811,1,0.9913294797687862,0.9782608695652174
347,1,map_2,2,0.0656284093856811,1,0.9913544668587896,0.9787234042553191
348,1,map_27,8,0.0552159547805786,1,0.9913793103448276,0.9791666666666666
349,1,map_27,8,0.0552159547805786,1,0.9914040114613181,0.9795918367346939
350,1,map_27,8,0.0552159547805786,1,0.9914285714285714,0.98
351,1,map_27,8,0.0552159547805786,1,0.9914529914529915,0.9803921568627451
352,1,map_43,8,0.0517471432685852,1,0.9914772727272727,0.9807692307692307
353,1,map_43,8,0.0517471432685852,1,0.9915014164305949,0.9811320754716981
354,1,map_43,8,0.0517471432685852,1,0.9915254237288136,0.9814814814814815
355,1,map_43,8,0.0517471432685852,0,0.9887323943661972,0.9636363636363636
356,1,map_43,8,0.0517471432685852,1,0.9887640449438202,0.9642857142857143
357,1,map_27,8,0.0552159547805786,1,0.988795518207283,0.9649122807017544
358,1,map_2,2,0.0656284093856811,1,0.9888268156424581,0.9655172413793104
359,1,map_6,4,0.0827416777610778,1,0.9888579387186629,0.9661016949152542
360,1,map_50,2,0.0895015597343444,1,0.9888888888888889,0.9666666666666667
361,1,map_58,8,0.0925648808479309,1,0.9889196675900277,0.9672131147540983
362,1,map_54,4,0.0929304957389831,1,0.988950276243094,0.967741935483871
363,1,map_43,8,0.0517471432685852,1,0.9889807162534435,0.9682539682539683
364,1,map_27,8,0.0552159547805786,1,0.989010989010989,0.96875
365,1,map_2,2,0.0656284093856811,1,0.989041095890411,0.9692307692307692
366,1,map_6,4,0.0827416777610778,1,0.9890710382513661,0.9696969696969697
367,1,map_50,2,0.0895015597343444,1,0.989100817438692,0.9701492537313433
368,1,map_58,8,0.0925648808479309,1,0.9891304347826086,0.9705882352941176
369,1,map_54,4,0.0929304957389831,1,0.989159891598916,0.9710144927536232
