algo,stage_idx,config_id,config_json,size,num_agents,density,obs_radius,max_episode_steps,density_actual,LDD,BN,MC,DLR,success_rate,grid_hash,episodes_per_stage
CL-Gray3D,43,sz96_a8_d0.70,"{""max_episode_steps"":100,""size"":96,""num_agents"":8,""obs_radius"":5,""density"":0.7}",96,8,0.7,5,100,0.7121310763888888,0.032482242,0.9227289860535243,0.000853971,0.075661201,0.9,6dd0c6686c628ec1,200
CL-Gray3D,44,sz96_a16_d0.70,"{""max_episode_steps"":100,""size"":96,""num_agents"":16,""obs_radius"":5,""density"":0.7}",96,16,0.7,5,100,0.7121310763888888,0.032482242,0.9227289860535243,0.000853971,0.3026448046236964,0.935,6dd0c6686c628ec1,200
CL-Gray3D,45,sz96_a16_d0.50,"{""max_episode_steps"":100,""size"":96,""num_agents"":16,""obs_radius"":5,""density"":0.5}",96,16,0.5,5,100,0.5194227430555556,0.042673273751880535,0.6965454955972002,0.001636661,0.14787009859260933,0.945,504d0ab148124ead,200
CL-Gray3D,46,sz96_a16_d0.30,"{""max_episode_steps"":100,""size"":96,""num_agents"":16,""obs_radius"":5,""density"":0.3}",96,16,0.3,5,100,0.3288845486111111,0.037856964,0.3516572352465643,0.011764705882352941,0.08222851,0.83,99b80bb8a5c0b1b8,200
CL-Gray3D,47,sz96_a16_d0.10,"{""max_episode_steps"":100,""size"":96,""num_agents"":16,""obs_radius"":5,""density"":0.1}",96,16,0.1,5,100,0.1362847222222222,0.019740715,0.060301508,1,0.045309882747068674,0.7,aff34a165045f99f,200
CL-Gray3D,48,sz128_a16_d0.10,"{""max_episode_steps"":100,""size"":128,""num_agents"":16,""obs_radius"":5,""density"":0.1}",128,16,0.1,5,100,0.127868652,0.018262853470576195,0.058646511,0.5,0.024788517391000072,0.595,c246c9caf6b422a8,200
CL-Gray3D,49,sz128_a16_d0.30,"{""max_episode_steps"":100,""size"":128,""num_agents"":16,""obs_radius"":5,""density"":0.3}",128,16,0.3,5,100,0.321960449,0.037009153,0.35457736970024306,0.006756757,0.045302514,0.745,51276f2cf6b8d8d6,200
CL-Gray3D,50,sz128_a16_d0.50,"{""max_episode_steps"":100,""size"":128,""num_agents"":16,""obs_radius"":5,""density"":0.5}",128,16,0.5,5,100,0.515380859,0.040291866644071986,0.6958438287153652,0.000925069,0.082092254,0.95,5e781ba8a5fefad1,200
CL-Gray3D,51,sz128_a16_d0.70,"{""max_episode_steps"":100,""size"":128,""num_agents"":16,""obs_radius"":5,""density"":0.7}",128,16,0.7,5,100,0.709899902,0.034723325620099596,0.9177361666316011,0.000489476,0.1685678781822007,0.97,f2ac8b4a025ada2c,200
CL-Gray3D,52,sz128_a8_d0.70,"{""max_episode_steps"":100,""size"":128,""num_agents"":8,""obs_radius"":5,""density"":0.7}",128,8,0.7,5,100,0.709899902,0.034723325620099596,0.9177361666316011,0.000489476,0.042141969545550176,0.97,f2ac8b4a025ada2c,200
CL-Gray3D,53,sz128_a8_d0.50,"{""max_episode_steps"":100,""size"":128,""num_agents"":8,""obs_radius"":5,""density"":0.5}",128,8,0.5,5,100,0.515380859,0.040291866644071986,0.6958438287153652,0.000925069,0.020523063602015112,0.9,5e781ba8a5fefad1,200
CL-Gray3D,54,sz128_a8_d0.30,"{""max_episode_steps"":100,""size"":128,""num_agents"":8,""obs_radius"":5,""density"":0.3}",128,8,0.3,5,100,0.321960449,0.037009153,0.35457736970024306,0.006756757,0.011325628,0.82,51276f2cf6b8d8d6,200
CL-Gray3D,55,sz128_a8_d0.10,"{""max_episode_steps"":100,""size"":128,""num_agents"":8,""obs_radius"":5,""density"":0.1}",128,8,0.1,5,100,0.127868652,0.018262853470576195,0.058646511,0.5,0.006197129,0.66,c246c9caf6b422a8,200
CL-Gray3D,56,sz128_a4_d0.10,"{""max_episode_steps"":100,""size"":128,""num_agents"":4,""obs_radius"":5,""density"":0.1}",128,4,0.1,5,100,0.127868652,0.018262853470576195,0.058646511,0.5,0.001549282,0.72,c246c9caf6b422a8,200
CL-Gray3D,57,sz128_a4_d0.30,"{""max_episode_steps"":100,""size"":128,""num_agents"":4,""obs_radius"":5,""density"":0.3}",128,4,0.3,5,100,0.321960449,0.037009153,0.35457736970024306,0.006756757,0.002831407,0.76,51276f2cf6b8d8d6,200
CL-Gray3D,58,sz128_a4_d0.50,"{""max_episode_steps"":100,""size"":128,""num_agents"":4,""obs_radius"":5,""density"":0.5}",128,4,0.5,5,100,0.515380859,0.040291866644071986,0.6958438287153652,0.000925069,0.005130766,0.98,5e781ba8a5fefad1,200
CL-Gray3D,59,sz128_a4_d0.70,"{""max_episode_steps"":100,""size"":128,""num_agents"":4,""obs_radius"":5,""density"":0.7}",128,4,0.7,5,100,0.709899902,0.034723325620099596,0.9177361666316011,0.000489476,0.010535492386387544,1,f2ac8b4a025ada2c,200
CL-Gray3D,60,sz128_a2_d0.70,"{""max_episode_steps"":100,""size"":128,""num_agents"":2,""obs_radius"":5,""density"":0.7}",128,2,0.7,5,100,0.709899902,0.034723325620099596,0.9177361666316011,0.000489476,0.002633873,1,f2ac8b4a025ada2c,200
CL-Gray3D,61,sz128_a2_d0.50,"{""max_episode_steps"":100,""size"":128,""num_agents"":2,""obs_radius"":5,""density"":0.5}",128,2,0.5,5,100,0.515380859,0.040291866644071986,0.6958438287153652,0.000925069,0.001282691,0.915,5e781ba8a5fefad1,200
CL-Gray3D,62,sz128_a2_d0.30,"{""max_episode_steps"":100,""size"":128,""num_agents"":2,""obs_radius"":5,""density"":0.3}",128,2,0.3,5,100,0.321960449,0.037009153,0.35457736970024306,0.006756757,0.000707852,0.73,51276f2cf6b8d8d6,200
CL-Gray3D,63,sz128_a2_d0.10,"{""max_episode_steps"":100,""size"":128,""num_agents"":2,""obs_radius"":5,""density"":0.1}",128,2,0.1,5,100,0.127868652,0.018262853470576195,0.058646511,0.5,0.000387321,0.73,c246c9caf6b422a8,200
